Lab_Number,sample_description,parser_output,prediction,ground_truth
P2414393,"Lepkość mieści się w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości na poziomie typowym dla olejów wielosezonowych. Temperatura zapłonu na dopuszczalnym poziomie. Liczba zasadowa na wysokim, bezpiecznym poziomie. Własności dyspergujące w normie. Zawartość stałych zanieczyszczeń w normie. Zawartość wody w normie. Nie stwierdzono niepokojąco podwyższonej zawartości pierwiastków wskazujących na zanieczyszczenie oleju płynem chłodniczym. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym. Zawartość metalicznych produktów zużycia (oznaczona w badaniu pierwiastków, cząstki o rozmiarach <5µm) wzrosła jedynie nieznacznie w porównaniu do poprzedniej analizy, mieści się w dopuszczalnym zakresie. Indeks PQ (informujący o zawartości cząstek ferromagnetycznych bez względu na rozmiar) w normie. W badaniu chromatografii gazowej stwierdzono podwyższoną zawartość komponentów ON.



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""lepkość"": ""w_normie"", ""wskaźnik_lepkości"": ""w_normie"", ""temperatura_zapłonu"": ""w_dopuszczalnym_zakresie"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""zanieczyszczenia_stałe"": ""w_normie"", ""woda"": ""w_normie"", ""płyn_chłodniczy"": ""brak_wykrycia"", ""metale_zużyciowe"": ""podniesiony"", ""pq_indeks"": ""w_normie"", ""olej_napędowy"": ""podniesiony""}",1,W NORMIE
P2414620,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) w normie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tego typu tłokowych silników lotniczych.

Wnioski i zalecenia:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2415187,"Lepkość w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości zgodny z wartością deklarowaną przez producenta oleju. Temperatura zapłonu na bezpiecznym poziomie. Zawartość dodatków zgodna z posiadaną przez nas referencją oleju świeżego. Liczba zasadowa na bezpiecznym poziomie. Własności dyspergujące w normie. Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Zawartość stałych zanieczyszczeń (oznaczona na sączku membranowym) na dopuszczalnym poziomie. Lekko podwyższona zawartość krzemu. Zawartość wody w normie. Na widmie w podczerwieni nie stwierdzono charakterystycznych pasm świadczących o zanieczyszczeniu oleju płynem chłodniczym. Nie stwierdzono podwyższonej zawartości pierwiastków sugerujących zanieczyszczenie oleju płynem chłodniczym. W badaniu chromatografii gazowej stwierdzono podwyższoną zawartość komponentów ON.





Zalecenia i wnioski:

Oznaczone parametry mieszczą się w akceptowalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem. ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_zakresie_bezpiecznym"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""zanieczyszczenia_stałe"": ""w_dopuszczalnym_zakresie"", ""własności_filtrujące"": ""w_dopuszczalnym_zakresie"", ""krzem"": ""lekko_podniesiony"", ""woda"": ""w_normie"", ""płyn_chłodniczy"": ""brak_wykrycia"", ""olej_napędowy"": ""podniesiony""}",1,W NORMIE
P2415193,"Lepkość zgodna dla klasy SAE 40. Widmo podczerwieni FTIR obniżone względem referencji, co jest typowe dla silników diesla. Zawartość paliwa w normie. Liczba zasadowa bliska referencji. Własności dyspergujące prawidłowe. Zawartość wody w normie. Temperatura zapłonu w normie. Zawartość zanieczyszczeń oznaczonych w badaniu pierwiastków (cząstki <5 mikronów) w zakresie prawidłowym. Poziom cząstek metalicznych (<5 mikronów) oznaczonych w badaniu pierwiastków w zakresie akceptowalnym, rosnący trend miedzi. 

Wnioski i zalecenia:

Obserwować trend w kolejnych badaniach. Następną analizę przeprowadzić zgodnie z przyjętym harmonogramem diagnostyki olejowej.","{""paliwo"": ""w_normie"", ""woda"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""miedź"": ""podniesiony"", ""metale_zużyciowe"": ""podniesiony""}",0,W NORMIE
P2415314,"Lepkość mieści się w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości zgodny z wartością deklarowaną przez producenta oleju. Własności dyspergujące w normie. Temperatura zapłonu w normie. Liczba zasadowa lekko obniżona, mieści się w dopuszczalnym zakresie. Oznaczony pakiet dodatków jest typowy dla oleju Shell Rimula R4L 15W-40. Nie stwierdzono niepokojąco podwyższonej zawartości metalicznych produktów zużycia (oznaczonej w badaniu pierwiastków, cząstki o rozmiarach <5µm). Nie stwierdzono niepokojąco podwyższonej zawartości pierwiastków wskazujących na zanieczyszczenie oleju płynem chłodniczym. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym, stwierdzono zmiany sugerujące podwyższoną zawartość biokomponentów oleju napędowego. Zawartość wody w normie. W badaniu chromatografii gazowej stwierdzono lekko podwyższoną zawartość komponentów ON.





Zalecenia i wnioski:

Oznaczone parametry mieszczą się w akceptowalnych zakresach. Proszę wykonać kolejne badanie oraz przeprowadzić wymianę oleju na świeży zgodnie z przyjętym harmonogramem.   ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""liczba_zasadowa"": ""lekko_obniżony"", ""płyn_chłodniczy"": ""brak_wykrycia"", ""olej_napędowy"": ""lekko_podniesiony"", ""woda"": ""w_normie""}",0,W NORMIE
P2415315,"Lepkość na granicy zakresu typowego dla klasy SAE 40. Wskaźnik lepkości zgodny z wartością deklarowaną przez producenta oleju. Własności dyspergujące w normie. Temperatura zapłonu na dopuszczalnym poziomie. Liczba zasadowa lekko obniżona, mieści się w dopuszczalnym zakresie. Oznaczony pakiet dodatków jest typowy dla oleju Shell Rimula R4L 15W-40. Nie stwierdzono niepokojąco podwyższonej zawartości metalicznych produktów zużycia (oznaczonej w badaniu pierwiastków, cząstki o rozmiarach <5µm). Nie stwierdzono niepokojąco podwyższonej zawartości pierwiastków wskazujących na zanieczyszczenie oleju płynem chłodniczym. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym, stwierdzono zmiany sugerujące podwyższoną zawartość biokomponentów oleju napędowego. Zawartość wody w normie. W badaniu chromatografii gazowej stwierdzono lekko podwyższoną zawartość komponentów ON.



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w akceptowalnych zakresach. Proszę wykonać kolejne badanie oraz przeprowadzić wymianę oleju na świeży zgodnie z przyjętym harmonogramem.   ","{""temperatura_zapłonu"": ""w_dopuszczalnym_zakresie"", ""liczba_zasadowa"": ""lekko_obniżony"", ""płyn_chłodniczy"": ""brak_wykrycia"", ""olej_napędowy"": ""lekko_podniesiony"", ""woda"": ""w_normie""}",1,W NORMIE
P2415316,"Lepkość na granicy zakresu typowego dla klasy SAE 40. Wskaźnik lepkości zgodny z wartością deklarowaną przez producenta oleju. Własności dyspergujące w normie. Temperatura zapłonu na dopuszczalnym poziomie. Liczba zasadowa lekko obniżona, mieści się w dopuszczalnym zakresie. Oznaczony pakiet dodatków jest typowy dla oleju Shell Rimula R4L 15W-40. Nie stwierdzono niepokojąco podwyższonej zawartości metalicznych produktów zużycia (oznaczonej w badaniu pierwiastków, cząstki o rozmiarach <5µm). Nie stwierdzono niepokojąco podwyższonej zawartości pierwiastków wskazujących na zanieczyszczenie oleju płynem chłodniczym. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym, stwierdzono zmiany sugerujące podwyższoną zawartość biokomponentów oleju napędowego. Zawartość wody w normie. W badaniu chromatografii gazowej stwierdzono lekko podwyższoną zawartość komponentów ON.



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w akceptowalnych zakresach. Proszę wykonać kolejne badanie oraz przeprowadzić wymianę oleju na świeży zgodnie z przyjętym harmonogramem.   ","{""temperatura_zapłonu"": ""w_dopuszczalnym_zakresie"", ""liczba_zasadowa"": ""lekko_obniżony"", ""płyn_chłodniczy"": ""brak_wykrycia"", ""olej_napędowy"": ""lekko_podniesiony"", ""woda"": ""w_normie""}",0,W NORMIE
P2415345,"Lepkość mieści się w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości lekko powyżej wartości oczekiwanej. Wzajemna korelacja liczby zasadowej i liczby kwasowej świadczy o rezerwie alkalicznej na bezpiecznym poziomie. Własności dyspergujące lekko pogorszone, lekko pogorszony indeks zanieczyszczeń. Temperatura zapłonu na wysokim, bezpiecznym poziomie. Zawartość cząstek zużyciowych w normie, nie stwierdzono znaczącego przyrostu zawartości w porównaniu do poprzednich badań. Na widmie w podczerwieni nie stwierdzono charakterystycznych pasm świadczących o zanieczyszczeniu oleju płynem chłodniczym. Nie stwierdzono niepokojąco podwyższonej zawartości pierwiastków świadczących o zanieczyszczeniu oleju płynem chłodniczym. Zawartość wody w normie. W badaniu chromatografii gazowej stwierdzono lekko podwyższoną zawartość komponentów ON.







Zalecenia i wnioski:

Olej kwalifikuje się do dalszej eksploatacji, jednak zalecana jest obserwacja zmian w kolejnym badaniu nie później niż po 500mth.  ","{""lepkość"": ""powyżej_typowego"", ""wskaźnik_lepkości"": ""powyżej_typowego"", ""liczba_kwasowa"": ""w_zakresie_bezpiecznym"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""temperatura_zapłonu"": ""w_zakresie_bezpiecznym"", ""płyn_chłodniczy"": ""brak_wykrycia"", ""woda"": ""w_normie"", ""olej_napędowy"": ""lekko_podniesiony""}",0,W NORMIE
P2415674,"Zawartość cząstek zużyciowych mieści się w akceptowalnym zakresie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tłokowych silników lotniczych. Zawartość dodatków w zakresie oczekiwanym dla oleju AeroShell  Sport Plus 4. Nie stwierdzono niepokojącego zanieczyszczenia oleju.



Zalecenia i wnioski:

Zalecana jest obserwacja zmian w kolejnym badaniu zgodnie z przyjętym harmonogramem.","{""metale_zużyciowe"": ""w_akceptowalnym_zakresie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2415675,"Zawartość cząstek zużyciowych mieści się w akceptowalnym zakresie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tłokowych silników lotniczych. Zawartość dodatków w zakresie oczekiwanym dla oleju AeroShell  Sport Plus 4. Nie stwierdzono niepokojącego zanieczyszczenia oleju.



Zalecenia i wnioski:

Zalecana jest obserwacja zmian w kolejnym badaniu zgodnie z przyjętym harmonogramem.","{""metale_zużyciowe"": ""w_akceptowalnym_zakresie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2415948,"Lepkość w zakresie typowym dla klasy SAE 30. Wskaźnik lepkości na poziomie oczekiwanym. Temperatura zapłonu na dopuszczalnym poziomie. Wzajemna relacja liczby zasadowej i liczby kwasowej świadczy o rezerwie alkalicznej na bezpiecznym poziomie. Zawartość pierwiastków zużyciowych na dopuszczalnym poziomie. Lekko podwyższona zawartość potasu, trend malejący - prawdopodobnie jest to pochodna zanieczyszczenia oleju płynem chłodniczym. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym. Zawartość wody w normie. W badaniu chromatografii gazowej nie stwierdzono niepokojąco podwyższonej zawartości komponentów ON. Własności dyspergujące w normie.



Proszę obserwować zmiany w kolejnej analizie zgodnie z przyjętym harmonogramem diagnostyki.","{""lepkość"": ""w_normie"", ""wskaźnik_lepkości"": ""w_normie"", ""temperatura_zapłonu"": ""w_dopuszczalnym_zakresie"", ""liczba_kwasowa"": ""w_zakresie_bezpiecznym"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""płyn_chłodniczy"": ""lekko_podniesiony"", ""potas"": ""lekko_podniesiony"", ""woda"": ""w_normie"", ""olej_napędowy"": ""brak_wykrycia""}",1,W NORMIE
P2415953,"Lepkość w zakresie typowym dla klasy SAE 30. Wskaźnik lepkości na poziomie oczekiwanym. Temperatura zapłonu na dopuszczalnym poziomie. Wzajemna relacja liczby zasadowej i liczby kwasowej świadczy o rezerwie alkalicznej na bezpiecznym poziomie. Zawartość pierwiastków zużyciowych na dopuszczalnym poziomie. Lekko podwyższona zawartość potasu, trend malejący - prawdopodobnie jest to pochodna zanieczyszczenia oleju płynem chłodniczym. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym. Zawartość wody w normie. W badaniu chromatografii gazowej stwierdzono podwyższoną zawartość komponentów ON. Własności dyspergujące w normie.



Proszę obserwować zmiany w kolejnej analizie zgodnie z przyjętym harmonogramem diagnostyki.","{""lepkość"": ""w_normie"", ""wskaźnik_lepkości"": ""w_normie"", ""temperatura_zapłonu"": ""w_dopuszczalnym_zakresie"", ""liczba_kwasowa"": ""w_zakresie_bezpiecznym"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""płyn_chłodniczy"": ""lekko_podniesiony"", ""potas"": ""lekko_podniesiony"", ""woda"": ""w_normie"", ""olej_napędowy"": ""podniesiony""}",1,W NORMIE
P2415963,"Oznaczona lepkość w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości na poziomie oczekiwanym dla oleju jednosezonowego. Wzajemna relacja liczby kwasowej i zasadowej świadczy o rezerwie alkalicznej na bezpiecznym poziomie. Własności dyspergujące lekko pogorszone. Temperatura zapłonu w normie. Zawartość wody w normie. Indeks PQ, informujący o zawartości cząstek ferromagnetycznych (niezależnie od rozmiaru), w normie. Zawartość cząstek zużyciowych oznaczona w badaniu pierwiastków (cząstki <5µm) na dopuszczalnym poziomie. Na widmie w podczerwieni nie stwierdzono zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym. Lekko podwyższona zawartość boru, trend stabilny - może wskazywać na pochodną zanieczyszczenia oleju płynem chłodniczym. W badaniu chromatografii gazowej stwierdzono podwyższoną zawartość komponentów ON.  





Zalecenia i wnioski:

Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki olejowej.","{""lepkość"": ""w_normie"", ""wskaźnik_lepkości"": ""w_normie"", ""liczba_kwasowa"": ""w_zakresie_bezpiecznym"", ""temperatura_zapłonu"": ""w_normie"", ""woda"": ""w_normie"", ""pq_indeks"": ""w_normie"", ""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""płyn_chłodniczy"": ""lekko_podniesiony"", ""bor"": ""lekko_podniesiony"", ""olej_napędowy"": ""podniesiony""}",0,W NORMIE
P2416147,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5µm) w normie, przy mniejszej ilości przepracowanych godzin. Podwyższona zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tego typu tłokowych silników lotniczych.

Wnioski i zalecenia:

Przeprowadzić kolejne badanie przynajmniej po 25 godzinach pracy silnika.","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2416225,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5µm) w normie, przy mniejszej ilości przepracowanych godzin. Podwyższona zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tego typu tłokowych silników lotniczych.

Wnioski i zalecenia:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2416411,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 µm) w normie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją normalną dla tego typu tłokowych silników lotniczych.

Wnioski i zalecenia:

Proszę prowadzić ewidencję dot. przebiegu, uzupełnień, daty wymiany oleju oraz czasu pracy od ostatniej wymiany oleju. Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej. ","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2416414,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 µm) w normie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją normalną dla tego typu tłokowych silników lotniczych.

Wnioski i zalecenia:

Proszę prowadzić ewidencję dot. przebiegu, uzupełnień, daty wymiany oleju oraz czasu pracy od ostatniej wymiany oleju. Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2416415,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 µm) w normie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją normalną dla tego typu tłokowych silników lotniczych.

Wnioski i zalecenia:

Proszę prowadzić ewidencję dot. przebiegu, uzupełnień, daty wymiany oleju oraz czasu pracy od ostatniej wymiany oleju. Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2416416,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 µm) w normie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją normalną dla tego typu tłokowych silników lotniczych.

Wnioski i zalecenia:

Proszę prowadzić ewidencję dot. przebiegu, uzupełnień, daty wymiany oleju oraz czasu pracy od ostatniej wymiany oleju. Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2416417,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 µm) w normie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją normalną dla tego typu tłokowych silników lotniczych.

Wnioski i zalecenia:

Proszę prowadzić ewidencję dot. przebiegu, uzupełnień, daty wymiany oleju oraz czasu pracy od ostatniej wymiany oleju. Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2416418,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 µm) w normie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją normalną dla tego typu tłokowych silników lotniczych.

Wnioski i zalecenia:

Proszę prowadzić ewidencję dot. przebiegu, uzupełnień, daty wymiany oleju oraz czasu pracy od ostatniej wymiany oleju. Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2416419,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 µm) w normie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją normalną dla tego typu tłokowych silników lotniczych.

Wnioski i zalecenia:

Proszę prowadzić ewidencję dot. przebiegu, uzupełnień, daty wymiany oleju oraz czasu pracy od ostatniej wymiany oleju. Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2416420,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 µm) w normie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją normalną dla tego typu tłokowych silników lotniczych.

Wnioski i zalecenia:

Proszę prowadzić ewidencję dot. przebiegu, uzupełnień, daty wymiany oleju oraz czasu pracy od ostatniej wymiany oleju. Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2416560,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) w normie. Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tego typu tłokowych silników lotniczych jednak oznaczona zawartość przekracza oczekiwaną.

Wnioski i zalecenia:

Obserwować zmiany trendu w następnej analizie. Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2416590,"Lepkość w 100°C w zakresie typowym dla klasy SAE 40. Lepkość w 50°C w normie. Wskaźnik lepkości poniżej wartości oczekiwanej. Liczba zasadowa na bezpiecznym poziomie. Własności dyspergujące w normie. Temperatura zapłonu na wysokim, bezpiecznym poziomie. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym. Nie stwierdzono niepokojąco podwyższonej zawartości pierwiastków typowych dla zanieczyszczenia oleju płynem chłodniczym. Zawartość wody w normie. Zawartość pierwiastków zużyciowych wzrosła lekko w porównaniu do poprzedniego badania, mieści się w dopuszczalnym zakresie.  W badaniu chromatografii gazowej stwierdzono lekko podwyższoną zawartość komponentów ON.



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki. ","{""lepkość"": ""w_normie"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""temperatura_zapłonu"": ""w_zakresie_bezpiecznym"", ""płyn_chłodniczy"": ""brak_wykrycia"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""podniesiony"", ""olej_napędowy"": ""lekko_podniesiony""}",0,W NORMIE
P2416861,"Lepkość w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości jest typowy dla oleju wielosezonowego. Liczba zasadowa na wysokim, bezpiecznym poziomie. Własności dyspergujące lekko pogorszone. Temperatura zapłonu na bezpiecznym poziomie. Oznaczony pakiet dodatków jest typowy dla oleju Lotos Diesel Classic CF-4 SAE 15W-40. Zawartość cząstek zużyciowych wzrosła jedynie nieznacznie w porównaniu do poprzedniego badania, mieści się w dopuszczalnym zakresie. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym. Nie stwierdzono niepokojąco podwyższonej zawartości pierwiastków wskazujących na zanieczyszczenie oleju płynem chłodniczym. Zawartość wody w zakresie granicznym. W badaniu chromatografii gazowej stwierdzono podwyższoną zawartość komponentów ON.



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w akceptowalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.  ","{""lepkość"": ""w_normie"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""temperatura_zapłonu"": ""w_zakresie_bezpiecznym"", ""metale_zużyciowe"": ""podniesiony"", ""płyn_chłodniczy"": ""brak_wykrycia"", ""woda"": ""w_zakresie_granicznym"", ""olej_napędowy"": ""podniesiony""}",0,W NORMIE
P2416940,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) w normie. Wysoka zawartość ołowiu pochodząca z paliwa jest normalnym zjawiskiem dla tłokowych silników lotniczych.

Wnioski i zalecenia:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej. Proszę obserwować zmiany w następnej analizie. ","{""metale_zużyciowe"": ""w_normie"", ""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2417189,"Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Podwyższona zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tłokowych silników lotniczych. Oznaczona zawartość dodatków lekko odbiega od posiadanej przez nas referencji oleju AeroShell W15W-50, możliwe, że są to pozostałości oleju Phillips 20W-50 XC Victory sprzed wymiany. 



Zalecenia i wnioski:

Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki. ","{""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2417190,"Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Podwyższona zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tłokowych silników lotniczych. Oznaczona zawartość dodatków lekko odbiega od posiadanej przez nas referencji oleju AeroShell W15W-50, mozliwe, że są to pozostałości oleju Phillips 20W-50 XC Victory sprzed wymiany. 



Zalecenia i wnioski:

Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2417191,"Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Podwyższona zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tłokowych silników lotniczych. Oznaczona zawartość dodatków jest typowa dla oleju AeroShell W100. 

Zalecenia i wnioski:

Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
P2417303,"Lepkość mieści się w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości na poziomie typowym dla oleju wielosezonowego. Temperatura zapłonu na bezpiecznym poziomie. Zawartość cząstek zużyciowych wzrosła lekko w porównaniu do poprzedniej analizy, mieści się w dopuszczalnym zakresie. Na widmie w podczerwieni nie stwierdzono charakterystycznych pasm świadczących o zanieczyszczeniu oleju płynem chłodniczym. Nie stwierdzono podwyższonej zawartości pierwiastków wskazujących na zanieczyszczenie oleju płynem chłodniczym. Zawartość wody na dopuszczalnym poziomie. Liczba zasadowa na bezpiecznym poziomie. Własności dyspergujące w normie. W badaniu chromatografii gazowej stwierdzono lekko podwyższoną zawartość komponentów ON.  





Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem. ","{""lepkość"": ""w_normie"", ""wskaźnik_lepkości"": ""w_normie"", ""temperatura_zapłonu"": ""w_zakresie_bezpiecznym"", ""metale_zużyciowe"": ""podniesiony"", ""płyn_chłodniczy"": ""brak_wykrycia"", ""woda"": ""w_dopuszczalnym_zakresie"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""olej_napędowy"": ""lekko_podniesiony""}",0,W NORMIE
P2417331,"Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Podwyższona zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tłokowych silników lotniczych. Oznaczona zawartość dodatków jest typowa dla oleju AeroShell W100. Nie stwierdzono niepokojącego zanieczyszczenia oleju. 

Zalecenia i wnioski:

Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""paliwo"": ""podniesiony"", ""ołów"": ""podniesiony""}",0,W NORMIE
