Lab_Number,sample_description,parser_output,prediction,ground_truth
P2416602,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Temperatura zapłonu w normie. Liczba zasadowa w normie. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym. Nie stwierdzono niepokojąco podwyższonej zawartości pierwiastków wskazujących na zanieczyszczenie próbki płynem chłodniczym. Zawartość krzemu lekko podniesiona, może być związane z przedostawaniem się zanieczyszczeń z zewnątrz (kurz/pył). Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie. Własności dyspergujące w normie. Zawartość wody w normie. W analizie chromatografii gazowej nie stwierdzono podwyższonej zawartości paliwa.

Wnioski i zalecenia:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej. Proszę obserwować zmiany w następnej analizie. ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""liczba_zasadowa"": ""w_normie"", ""płyn_chłodniczy"": ""brak_wykrycia"", ""krzem"": ""lekko_podniesiony"", ""metale_zużyciowe"": ""w_normie"", ""woda"": ""w_normie""}",2,W NORMIE
P2416625,"Lepkość mieści się w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości lekko poniżej wartości oczekiwanej. Temperatura zapłonu na bezpiecznym poziomie. Liczba zasadowa na wysokim, bezpiecznym poziomie. Oznaczony pakiet dodatków oraz widmo w podczerwieni odbiegają od posiadanej przez nas referencji oleju świeżego Shell Rimula R4 X 15W-40. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym. Nie stwierdzono niepokojąco podwyższonej zawartości pierwiastków typowych dla zanieczyszczenia oleju płynem chłodniczym. Zawartość wody w normie. Zawartość pierwiastków zużyciowych na dopuszczalnym poziomie. W badaniu chromatografii gazowej stwierdzono lekko podwyższoną zawartość komponentów ON. Własności dyspergujące w normie.



Zalecenia i wnioski:

Wyniki przeprowadzonych badań sugerują, że w eksploatacji jest olej innego typu niż Shell Rimula R4 X 15W-40 lub mieszanina olejów różnych typów. W przeprowadzonych badaniach nie stwierdzono negatywnego wpływu oleju na stan układu. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_zakresie_bezpiecznym"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""płyn_chłodniczy"": ""brak_wykrycia"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""olej_napędowy"": ""lekko_podniesiony""}",0,W NORMIE
P2416861,"Lepkość w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości jest typowy dla oleju wielosezonowego. Liczba zasadowa na wysokim, bezpiecznym poziomie. Własności dyspergujące lekko pogorszone. Temperatura zapłonu na bezpiecznym poziomie. Oznaczony pakiet dodatków jest typowy dla oleju Lotos Diesel Classic CF-4 SAE 15W-40. Zawartość cząstek zużyciowych wzrosła jedynie nieznacznie w porównaniu do poprzedniego badania, mieści się w dopuszczalnym zakresie. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym. Nie stwierdzono niepokojąco podwyższonej zawartości pierwiastków wskazujących na zanieczyszczenie oleju płynem chłodniczym. Zawartość wody w zakresie granicznym. W badaniu chromatografii gazowej stwierdzono podwyższoną zawartość komponentów ON.



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w akceptowalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.  ","{""lepkość"": ""w_normie"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""temperatura_zapłonu"": ""w_zakresie_bezpiecznym"", ""metale_zużyciowe"": ""podniesiony"", ""płyn_chłodniczy"": ""brak_wykrycia"", ""woda"": ""w_zakresie_granicznym"", ""olej_napędowy"": ""podniesiony""}",0,W NORMIE
P2417266,"Lepkość mieści się w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości na poziomie typowym dla oleju wielosezonowego. Liczba zasadowa na bezpiecznym poziomie. Własności dyspergujące w normie. Temperatura zapłonu na bezpiecznym poziomie. Zawartość cząstek zużyciowych mieści się w dopuszczalnym zakresie. Na widmie w podczerwieni nie stwierdzono charakterystycznych pasm świadczących o zanieczyszczeniu oleju płynem chłodniczym. Nie stwierdzono niepokojąco podwyższonej zawartości pierwiastków wskazujących na zanieczyszczenie oleju płynem chłodniczym. Zawartość wody w normie. W analizie chromatografii gazowej stwierdzono lekko podwyższoną zawartość komponentów ON. 





Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem.   ","{""lepkość"": ""w_normie"", ""wskaźnik_lepkości"": ""w_normie"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""temperatura_zapłonu"": ""w_zakresie_bezpiecznym"", ""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""płyn_chłodniczy"": ""brak_wykrycia"", ""woda"": ""w_normie"", ""olej_napędowy"": ""lekko_podniesiony""}",0,W NORMIE
P2417303,"Lepkość mieści się w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości na poziomie typowym dla oleju wielosezonowego. Temperatura zapłonu na bezpiecznym poziomie. Zawartość cząstek zużyciowych wzrosła lekko w porównaniu do poprzedniej analizy, mieści się w dopuszczalnym zakresie. Na widmie w podczerwieni nie stwierdzono charakterystycznych pasm świadczących o zanieczyszczeniu oleju płynem chłodniczym. Nie stwierdzono podwyższonej zawartości pierwiastków wskazujących na zanieczyszczenie oleju płynem chłodniczym. Zawartość wody na dopuszczalnym poziomie. Liczba zasadowa na bezpiecznym poziomie. Własności dyspergujące w normie. W badaniu chromatografii gazowej stwierdzono lekko podwyższoną zawartość komponentów ON.  





Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem. ","{""lepkość"": ""w_normie"", ""wskaźnik_lepkości"": ""w_normie"", ""temperatura_zapłonu"": ""w_zakresie_bezpiecznym"", ""metale_zużyciowe"": ""podniesiony"", ""płyn_chłodniczy"": ""brak_wykrycia"", ""woda"": ""w_dopuszczalnym_zakresie"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""olej_napędowy"": ""lekko_podniesiony""}",0,W NORMIE
P2417410,"Lepkość mieści się w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości na poziomie typowym dla oleju wielosezonowego. Liczba zasadowa na wysokim, bezpiecznym poziomie. Własności dyspergujące w normie. Temperatura zapłonu na bezpiecznym poziomie. Zawartość cząstek zużyciowych wzrosła lekko w porównaniu do poprzedniego badania, mieści się w dopuszczalnym zakresie. Na widmie w podczerwieni nie stwierdzono charakterystycznych pasm świadczących o zanieczyszczeniu oleju płynem chłodniczym. Nie stwierdzono niepokojąco podwyższonej zawartości pierwiastków sugerujących zanieczyszczenie oleju płynem chłodniczym. Zawartość wody w normie. W analizie chromatografii gazowej stwierdzono lekko podwyższoną zawartość komponentów ON.  

Zalecenia i wnioski:

Olej kwalifikuje się do dalszej eksploatacji. Zalecana jest obserwacja zmian w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""lepkość"": ""w_normie"", ""wskaźnik_lepkości"": ""w_normie"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""temperatura_zapłonu"": ""w_zakresie_bezpiecznym"", ""metale_zużyciowe"": ""podniesiony"", ""płyn_chłodniczy"": ""brak_wykrycia"", ""woda"": ""w_normie"", ""olej_napędowy"": ""lekko_podniesiony""}",0,W NORMIE
P2417529,"Lepkość mieści się w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości jest typowy dla olejów wielosezonowych. Temperatura zapłonu na akceptowalnym poziomie. Własności dyspergujące w normie. Liczba zasadowa na wysokim bezpiecznym poziomie. Znacznie podwyższona zawartość miedzi oznaczona w badaniu pierwiastków (cząstki <5µm), trend rosnący - wskazuje na intensywny przebieg procesów pasywacji chłodnicy. Zawartość pozostałych oznaczonych pierwiastków zużyciowych na dopuszczalnym poziomie. Zawartość stałych zanieczyszczeń na dopuszczalnym poziomie. Zawartość wody w normie. Na widmie w podczerwieni stwierdzono charakterystyczne pasma sugerujące obecność wody lub płynu chłodniczego w dostarczonej próbce. Podwyższona zawartość potasu, sodu oraz boru - pierwiastków typowych dla inhibitorów antykorozyjnych płynów chłodniczych. W badaniu chromatografii gazowej stwierdzono lekko podwyższoną zawartość komponentów ON.





Zalecenia i wnioski:

Wskazana jest reakcja serwisowa - inspekcja układu chłodzenia ukierunkowana na identyfikację zaistniałej korozji. Proszę wykonać kolejne badanie po przeprowadzeniu działań korygujących. ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_akceptowalnym_zakresie"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""miedź"": ""podniesiony"", ""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""zanieczyszczenia_stałe"": ""w_dopuszczalnym_zakresie"", ""woda"": ""w_normie"", ""płyn_chłodniczy"": ""podniesiony"", ""sód"": ""podniesiony"", ""potas"": ""podniesiony"", ""bor"": ""podniesiony"", ""olej_napędowy"": ""lekko_podniesiony""}",2,UWAGA
P2417798,"Lepkość w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości zgodny z wartością deklarowaną przez producenta oleju. Temperatura zapłonu na wysokim, bezpiecznym poziomie. Zawartość dodatków dobrze koreluje z posiadaną przez nas referencją oleju świeżego. Liczba zasadowa na bezpiecznym poziomie. Własności dyspergujące w normie. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym. Nie stwierdzono niepokojąco podwyższonej zawartości pierwiastków wskazujących na zanieczyszczenie próbki płynem chłodniczym. Zawartość wody w normie. Zawartość stałych zanieczyszczeń w normie. W porównaniu do poprzedniej analizy nie stwierdzono przyrostu zawartości cząstek zużyciowych. W badaniu chromatografii gazowej stwierdzono lekko podwyższoną zawartość komponentów ON. 



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.   ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_zakresie_bezpiecznym"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""płyn_chłodniczy"": ""brak_wykrycia"", ""woda"": ""w_normie"", ""zanieczyszczenia_stałe"": ""w_normie"", ""olej_napędowy"": ""lekko_podniesiony""}",0,W NORMIE
P2417801,"Widmo w podczerwieni świadczy o krytycznym zanieczyszczeniu oleju sadzą. Oznaczona lepkość znacznie zawyżona ze względu na zanieczyszczenie oleju. Temperatura zapłonu na wysokim, bezpiecznym poziomie. W naszej bazie danych nie posiadamy referencji oleju świeżego Urania Turbo LD 15W-40, z tego powodu niemożliwe jest przedstawienie precyzyjnego komentarza dotyczącego oznaczonej zawartości dodatków. Liczba zasadowa na bezpiecznym poziomie. Własności dyspergujące pogorszone. Zawartość wody w normie. Zawartość stałych zanieczyszczeń (oznaczona metodą wagową na sączku membranowym) podwyższona. Zawartość żelaza i miedzi (oznaczona w badaniu pierwiastków, cząstki <5µm) podwyższona. Zawartość pozostałych oznaczonych pierwiastków zużyciowych w normie. Indeks PQ (informujący o zawartości cząstek ferromagnetycznych bez względu na rozmiar) lekko podwyższony.  W badaniu chromatografii gazowej nie stwierdzono podwyższonej zawartości komponentów ON.  



Zalecenia i wnioski:

Olej nie kwalifikuje się do dalszej eksploatacji. Wskazana jest reakcja serwisowa - ustalenie przyczyny generowania nadmiernej ilości sadzy. Proszę wykonać kolejne badanie po przeprowadzeniu działań naprawczych.  ","{""temperatura_zapłonu"": ""w_zakresie_bezpiecznym"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""woda"": ""w_normie"", ""zanieczyszczenia_stałe"": ""podniesiony"", ""własności_filtrujące"": ""podniesiony"", ""żelazo"": ""podniesiony"", ""miedź"": ""podniesiony"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""lekko_podniesiony"", ""olej_napędowy"": ""brak_wykrycia""}",2,UWAGA
P2417901,"Oznaczona lepkość powyżej zakresu typowego dla klasy SAE 40. Wskaźnik lepkości powyżej zakresu oczekiwanego. Liczba zasadowa na bezpiecznym poziomie. własności dyspergujące lekko pogorszone. Temperatura zapłonu obniżona. Zawartość miedzi oznaczona w badaniu pierwiastków (cząstki o rozmiarach <5µm) podwyższona, trend rosnący. Zawartość pozostałych oznaczonych pierwiastków zużyciowych w normie. Podwyższona zawartość sodu oraz molibdenu wskazuje na zanieczyszczenie oleju płynem chłodniczym. Na widmie w podczerwieni stwierdzono charakterystyczne pasma świadczące o obecności płynu chłodniczego w dostarczonej próbce. Zawartość wody na akceptowalnym poziomie. W badaniu chromatografii gazowej stwierdzono lekko podwyższoną zawartość komponentów ON.



Zalecenia i wnioski:

Olej nie kwalifikuje się do dalszej eksploatacji. Wskazana jest kontrola stanu układu chłodzenia silnika. Proszę wykonać kolejne badanie po przeprowadzeniu działań korygujących.","{""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""temperatura_zapłonu"": ""obniżony"", ""miedź"": ""podniesiony"", ""metale_zużyciowe"": ""w_normie"", ""płyn_chłodniczy"": ""podniesiony"", ""sód"": ""podniesiony"", ""woda"": ""w_akceptowalnym_zakresie"", ""olej_napędowy"": ""lekko_podniesiony""}",2,UWAGA
P2417985,"Lepkość w zakresie typowym dla klasy SAE 40. Rezerwa alkaliczna na bezpiecznym poziomie. Parametr i-pH na niskim  poziomie. Temperatura zapłonu w normie. Zawartość wody w normie. Podwyższona zawartość miedzi, żelaza oraz glinu oznaczona w badaniu pierwiastków (cząstki o rozmiarach <5um). Zawartość pozostałych oznaczonych pierwiastków zużyciowych oraz indeks PQ, informujący o zawartości cząstek ferromagnetycznych (niezależnie od rozmiaru cząstek), na akceptowalnym poziomie. Podwyższona zawartość pierwiastków typowych dla zanieczyszczenia oleju płynem chłodniczym. Czytelność widma w podczerwieni pogorszona ze względu na zawartość sadzy. Własności dyspergujące w normie, jednak stwierdzono podwyższony indeks zanieczyszczeń. Zawartość komponentów ON oznaczona w badaniu chromatografii gazowej na dopuszczalnym poziomie.



Zalecenia i wnioski:



Olej nie kwalifikuje się do dalszej eksploatacji. Wskazana jest kontrola stanu układu chłodzenia silnika. Proszę przeprowadzić kolejne badanie po wykonaniu czynności korygujących. ","{""lepkość"": ""w_normie"", ""rezerwa_alkaliczna"": ""w_zakresie_bezpiecznym"", ""ph"": ""obniżony"", ""temperatura_zapłonu"": ""w_normie"", ""woda"": ""w_normie"", ""żelazo"": ""podniesiony"", ""miedź"": ""podniesiony"", ""glin"": ""podniesiony"", ""pq_indeks"": ""w_akceptowalnym_zakresie"", ""metale_zużyciowe"": ""w_akceptowalnym_zakresie"", ""płyn_chłodniczy"": ""podniesiony"", ""sadza"": ""pogorszony"", ""olej_napędowy"": ""w_dopuszczalnym_zakresie""}",2,UWAGA
P2418064,"Lepkość w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości mieści się w zakresie oczekiwanym dla oleju jednosezonowego. Liczba zasadowa na wysokim, bezpiecznym poziomie. Własności dyspergujące w normie. Temperatura zapłonu na wysokim, bezpiecznym poziomie. Zawartość miedzi lekko podwyższona, nie stwierdzono przyrostu zawartości w porównaniu do poprzedniego badania. Zawartość pozostałych oznaczonych pierwiastków zużyciowych na dopuszczalnym poziomie. Czytelność widma w podczerwieni pogorszona ze względu na zawartość sadzy. Podwyższona zawartość sodu, potasu oraz boru, skokowy przyrost zawartości w porównaniu do poprzednich analiz - pierwiastki są typowe dla zanieczyszczenia oleju płynem chłodniczym. Zawartość wody na dopuszczalnym poziomie. W analizie chromatografii gazowej nie stwierdzono niepokojąco podwyższonej zawartości ON.







Zalecenia i wnioski:

Wskazana jest kontrola stanu układu chłodzenia silnika. Proszę wykonać kolejne badanie po przeprowadzeniu działań korygujących.  ","{""lepkość"": ""w_normie"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""temperatura_zapłonu"": ""w_zakresie_bezpiecznym"", ""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""sadza"": ""pogorszony"", ""płyn_chłodniczy"": ""podniesiony"", ""sód"": ""podniesiony"", ""potas"": ""podniesiony"", ""bor"": ""podniesiony"", ""woda"": ""w_dopuszczalnym_zakresie"", ""olej_napędowy"": ""brak_wykrycia""}",2,UWAGA
P2418083,"Lepkość w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości zgodny z wartością deklarowaną przez producenta oleju. Temperatura zapłonu na wysokim, bezpiecznym poziomie. Zawartość dodatków w zakresie oczekiwanym dla oleju Shell Rimula R6 LM 10W-40. Liczba zasadowa na bezpiecznym poziomie. Własności dyspergujące w normie. Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Zawartość stałych zanieczyszczeń (oznaczona na sączku membranowym) w normie. Zawartość krzemu na dopuszczalnym poziomie. Zawartość wody w normie. Na widmie w podczerwieni nie stwierdzono charakterystycznych pasm świadczących o zanieczyszczeniu oleju płynem chłodniczym. Nie stwierdzono niepokojąco podwyższonej zawartości pierwiastków sugerujących zanieczyszczenie oleju płynem chłodniczym. W badaniu chromatografii gazowej stwierdzono lekko podwyższoną zawartość komponentów ON. 





Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem. ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_zakresie_bezpiecznym"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""zanieczyszczenia_stałe"": ""w_normie"", ""własności_filtrujące"": ""w_normie"", ""krzem"": ""w_dopuszczalnym_zakresie"", ""woda"": ""w_normie"", ""płyn_chłodniczy"": ""brak_wykrycia"", ""olej_napędowy"": ""lekko_podniesiony""}",0,W NORMIE
P2418292,"Lepkość lekko obniżona dla klasy SAE 40. Widmo światła podczerwonego FTIR obniżone, co jest charakterystyczne dla silników diesla. Krytycznie niska temperatura zapłonu. Bardzo duża zawartość paliwa w oleju. Własności dyspergujące w normie. Zawartość wody w zakresie prawidłowym. Podwyższona zawartość sodu i potasu może wskazywać na zanieczyszczenie płynem chłodniczym. Wysokie stężenie miedzi i ołowiu. Pozostałe metaliczne produkty zużycia oznaczone w badaniu pierwiastków (cząstki <5 mikronów) w zakresie prawidłowym. Indeks PQ, informujący o cząstkach ferromagnetycznych (niezależnie od rozmiaru) w normie.

Wnioski i zalecenia:

Występuje prawdopodobne zanieczyszczenie płynem chłodniczym (podniesiona zawartość sodu i potasu). Podniesiony poziom miedzi i ołowiu może wskazywać na zwiększone zużycie elementów współpracujących silnika lub/i elementów układu chłodzącego (miedź). Bardzo duża zawartość paliwa w oleju. Zalecana jest wymiana oleju na świeży oraz przeprowadzenie diagnostyki układów(smarny, chłodniczy, paliwowy) pod kątem zlokalizowania i naprawy ewentualnych uszkodzeń. Następną analizę przeprowadzić po wykonaniu zabiegów korygujących. ","{""lepkość"": ""lekko_obniżony"", ""płyn_chłodniczy"": ""podniesiony"", ""sód"": ""podniesiony"", ""potas"": ""podniesiony"", ""pq_indeks"": ""w_normie""}",2,UWAGA
P2418329,"Zawartość dodatków bliska wartości oczekiwanej. Lepkość zgodna z klasą SAE 40. Widmo podczerwieni FTIR obniżone przez zawartość sadzy, jest to typowe dla silników diesla. Brak charakterystycznych pasm świadczących o zanieczyszczeniu płynem chłodniczym. Temperatura zapłonu w normie. Zawartość paliwa lekko podniesiona. Liczba zasadowa w zakresie akceptowalnym. Własności dyspergujące obniżone. Zawartość wody w oleju na poziomie akceptowalnym. Nie stwierdzono podniesionej zawartości zanieczyszczeń oznaczonych w badaniu pierwiastków (cząstki <5 mikronów). Poziom metalicznych produktów zużycia oznaczonych w badaniu pierwiastków (cząstki <5 mikronów) w normie. Indeks PQ, informujący o zawartości cząstek ferromagnetycznych (niezależnie od ich rozmiaru) w prawidłowym zakresie. 

Zalecenia i wnioski:

Obserwować trend w kolejnych badaniach. Następną analizę przeprowadzić zgodnie z harmonogramem diagnostyki. ","{""sadza"": ""obniżony"", ""temperatura_zapłonu"": ""w_normie"", ""paliwo"": ""lekko_podniesiony"", ""liczba_zasadowa"": ""w_akceptowalnym_zakresie"", ""woda"": ""w_akceptowalnym_zakresie"", ""metale_zużyciowe"": ""w_normie""}",0,W NORMIE
P2418396,"Zawartość dodatków w trendzie stałym. Lepkość lekko obniżona dla klasy SAE 40. Rezerwa alkaliczna na bezpiecznym poziomie. Widmo podczerwieni FTIR nie wskazuje na zanieczyszczenie oleju płynem chłodniczym. Parametr i-pH obniżony. Zawartość paliwa w oleju przekracza dopuszczalną wartość. Własności dyspergujące prawidłowe. Temperatura zapłonu w normie. Poziom zanieczyszczeń oznaczonych w badaniu pierwiastków (cząstki <5 mikronów) w normie. Zawartość wody w zakresie prawidłowym (0,02%). Rosnący trend zawartości żelaza i glinu. Poziom metalicznych produktów zużycia oznaczonych w badaniu pierwiastków (cząstki <5 mikronów) w normie. Indeks PQ, wskazujący na zawartość cząstek ferromagnetycznych (niezależnie od rozmiaru) w normie. 

Wnioski i zalecenia:

Ze względu na przekroczenia parametrów dopuszczalnych, olej nie kwalifikuje się do dalszej eksploatacji. Należy niezwłocznie podjąć działania korygujące polegające na wymianie oleju na świeży (zgodny z instrukcją obsługi) oraz poinformowanie serwisu o przeprowadzonej wymianie lub przeprowadzenie wymiany oleju pod nadzorem przedstawiciela serwisu.Przeprowadzić diagnostykę układu zasilania paliwa i usunąć ewentualne uszkodzone elementy. ","{""lepkość"": ""lekko_obniżony"", ""rezerwa_alkaliczna"": ""w_zakresie_bezpiecznym"", ""ph"": ""obniżony"", ""temperatura_zapłonu"": ""w_normie"", ""żelazo"": ""podniesiony"", ""glin"": ""podniesiony"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""w_normie""}",1,UWAGA
P2418548,"Lepkość w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości na poziomie typowym dla olejów wielosezonowych. Temperatura zapłonu na bezpiecznym poziomie. Liczba zasadowa na akceptowalnym poziomie. Własności dyspergujące w normie. Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych (oznaczonej w badaniu pierwiastków, cząstki <5µm). Zawartość stałych zanieczyszczeń na dopuszczalnym poziomie. Zawartość wody w normie. Na widmie w podczerwieni nie stwierdzono zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym. Nie stwierdzono podwyższonej zawartości pierwiastków świadczących o zanieczyszczeniu oleju płynem chłodniczym. W badaniu chromatografii gazowej stwierdzono lekko podwyższoną zawartość komponentów ON, jednak bez korelacji z lepkością i temperaturą zapłonu. 



Zalecenia i wnioski:

Olej kwalifikuje się do dalszej eksploatacji. Zalecana jest obserwacja zmian w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.","{""lepkość"": ""w_normie"", ""wskaźnik_lepkości"": ""w_normie"", ""temperatura_zapłonu"": ""w_zakresie_bezpiecznym"", ""liczba_zasadowa"": ""w_akceptowalnym_zakresie"", ""zanieczyszczenia_stałe"": ""w_dopuszczalnym_zakresie"", ""woda"": ""w_normie"", ""płyn_chłodniczy"": ""brak_wykrycia"", ""olej_napędowy"": ""lekko_podniesiony""}",0,W NORMIE
P2418607,"Lepkość w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości na poziomie typowym dla olejów wielosezonowych. Temperatura zapłonu w zakresie granicznym. Nie podaliście Pańswo typu eksploatowanego oleju i z tego powodu niemożliwe jest przedstawienie precyzyjnego komentarza dotyczącego liczby zasadowej, jednak oznaczona wartość jest poniżej wartości oczekiwanej dla oleju żeglugowego. Własności dyspergujące na poziomie akceptowalnym. Zawartość stałych zanieczyszczeń na poziomie akceptowalnym. Zawartość wody podwyższona. Podwyższona zawartość sodu, prawdopodobnie jest to pochodna zanieczyszczenia oleju wodą. Zawartość cząstek zużyciowych na dopuszczalnym poziomie. W badaniu chromatografii gazowej stwierdzono podwyższoną zawartość komponentów ON.



Zalecenia i wnioski:



Proszę zidentyfikować przyczynę obecności wody w oleju. Zalecana jest wymiana oleju na świeży. Proszę wykonac kolejne badanie po przeprowadzeniu działań korygujących. ","{""lepkość"": ""w_normie"", ""wskaźnik_lepkości"": ""w_normie"", ""temperatura_zapłonu"": ""w_zakresie_granicznym"", ""zanieczyszczenia_stałe"": ""w_akceptowalnym_zakresie"", ""woda"": ""podniesiony"", ""sód"": ""podniesiony"", ""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""olej_napędowy"": ""podniesiony""}",2,UWAGA
P2418620,"Zawartość dodatków bliska referencji. Lepkość zgodna dla klasy SAE 40. Widmo podczerwieni FTIR obniżone, co jest typowe dla silników diesla przez występującą sadzę. Brak widm charakterystycznych dla zanieczyszczenia oleju płynem chłodniczym. Liczba zasadowa na bezpiecznym poziomie, nie wskazuje na degradację. Temperatura zapłonu w normie. Zawartość wody w zakresie prawidłowym. Własności dyspergujące prawidłowe. Zawartość zanieczyszczeń oznaczonych w badaniu pierwiastków (cząstki <5 mikronów) w zakresie akceptowalnym. Lekko podwyższona zawartość miedzi, trend spadkowy. Poziom pozostałych metalicznych produktów zużycia oznaczonych w badaniu pierwiastków (cząstki <5 mikronów) w normie. 

Wnioski i zalecenia:

Obserwować trend w kolejnych badaniach. Następną analizę wykonać zgodnie z harmonogramem diagnostyki olejowej. ","{""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""temperatura_zapłonu"": ""w_normie"", ""miedź"": ""lekko_podniesiony"", ""metale_zużyciowe"": ""w_normie""}",0,W NORMIE
P2418842,"Zawartość dodatków w trendzie spadkowym. Lepkość obniżona. Liczba zasadowa w normie. Widmo podczerwieni FTIR obniżone, co jest typowe dla silników diesla przez zawartość sadzy. Brak pasm wskazujących na zanieczyszczenie oleju płynem chłodniczym. Własności dyspergujące prawidłowe. Zawartość paliwa podwyższona. Temperatura zapłonu lekko obniżona. Lekko podniesiona zawartość krzemu, sodu, może pochodzić z pyłu/kurzu. Zawartość wody w normie. Skokowy wzrost miedzi i ołowiu. Indeks PQ, informujący o zawartości cząstek ferromagnetycznych (bez względu na rozmiar) w normie. 

Wnioski i zalecenia:

Wskazana jest wymiana oleju na świeży. W związku z podniesioną zawartością miedzi i ołowiu zalecana jest kontrola układu smarowania pod kątem diagnostyki i naprawy ewentualnie uszkodzonych elementów. Podwyższona zawartość paliwa sugeruje konieczność diagnostyki układu zasilania paliwa. Poziom zanieczyszczeń (krzem i sód) może sugerować konieczność kontroli lub/i zmiany filtrów zasilania powietrza. Obserwować trend w kolejnych badaniach, zgodnie z harmonogramem diagnostyki olejowej.","{""lepkość"": ""obniżony"", ""liczba_zasadowa"": ""w_normie"", ""sadza"": ""obniżony"", ""paliwo"": ""podniesiony"", ""temperatura_zapłonu"": ""lekko_obniżony"", ""sód"": ""lekko_podniesiony"", ""krzem"": ""lekko_podniesiony"", ""woda"": ""w_normie"", ""pq_indeks"": ""w_normie""}",2,UWAGA
