Lab_Number,sample_description,parser_output,prediction,ground_truth
P2319417,"Oznaczona lepkość w zakresie granicznym dla oleju klasy SAE 40. Temperatura zapłonu w zakresie akceptowalnym. Zawartość żelaza, miedzi i ołowiu w trendzie stabilnym. Poziom pozostałych metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu próbki płynem chłodniczym.

Zalecenia i wnioski:

Proszę obserwować zmiany w następnej analizie, przeprowadzić kolejne badanie oleju za 500h pracy, licząc od chwili pobrania aktualnej próbki.","{""lepkość"": ""w_zakresie_granicznym"", ""temperatura_zapłonu"": ""w_akceptowalnym_zakresie"", ""metale_zużyciowe"": ""w_normie"", ""płyn_chłodniczy"": ""brak_wykrycia""}",1,WSKAZÓWKA
P2320650,"Lepkość mieści się w zakresie typowym dla klasy SAE 40. Temperatura zapłonu na dopuszczalnym poziomie. Oznaczony poziom dodatków znacznie poniżej oczekiwanego dla, zdeklarowanego w druku próbki, oleju Lotos Oil IBIS RDEO SAE 40. Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Na widmie w podczerwieni nie stwierdzono zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym.



Zalecenia i wnioski:

Wyniki przeprowadzonych badań świadczą, że w eksploatacji jest olej inny niż zadeklarowany w druku próbki Lotos Oil IBIS RDEO SAE 40. Proszę zweryfikować historię wymian oraz uzupełnień oleju. Wyniki przeprowadzonych badań nie wskazują za niepokojący przebieg negatywnych procesów w obrębie układu olejowego. Proszę obserwować zmiany w kolejnym badaniu za 500mth. ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_dopuszczalnym_zakresie"", ""płyn_chłodniczy"": ""brak_wykrycia""}",0,WSKAZÓWKA
P2320708,"Lepkość w zakresie typowym dla klasy SAE 40. Temperatura zapłonu na dopuszczalnym poziomie. Nie podaliście Państwo dokładnej nazwy eksploatowanego oleju i z tego powodu niemożliwe jest porównanie oznaczonej liczba zasadowej do wartości parametru w oleju świeżym, oznaczona wartość mieści się na bezpiecznym poziomie. Zawartość  pierwiastków zużyciowych oraz indeks PQ (informujący o zawartości cząstek ferromagnetycznych bez względu na rozmiar) w normie. Własności dyspergujące lekko pogorszone. Zawartość stałych zanieczyszczeń w normie. Zawartość wody w normie. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym.



Zalecenia i wnioski:

Olej kwalifikuje się do dalszej eksploatacji jednak zalecana jest obserwacja zmian w kolejnym badaniu po 500mth.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_dopuszczalnym_zakresie"", ""pq_indeks"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""zanieczyszczenia_stałe"": ""w_normie"", ""woda"": ""w_normie"", ""płyn_chłodniczy"": ""brak_wykrycia""}",1,WSKAZÓWKA
P2320709,"Lepkość w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości jest typowy dla olejów wielosezonowych. Temperatura zapłonu na dopuszczalnym poziomie. Nie podaliście Państwo dokładnej nazwy eksploatowanego oleju i z tego powodu niemożliwe jest porównanie oznaczonej liczba zasadowej do wartości parametru w oleju świeżym, oznaczona wartość mieści się na bezpiecznym poziomie. Zawartość  pierwiastków zużyciowych oraz indeks PQ (informujący o zawartości cząstek ferromagnetycznych bez względu na rozmiar) w normie. Własności dyspergujące w normie. Zawartość stałych zanieczyszczeń w normie. Zawartość wody w normie. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym.



Zalecenia i wnioski:

Wyniki przeprowadzonych badań wskazują na przeprowadzoną niedawno wymianę oleju. Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_dopuszczalnym_zakresie"", ""pq_indeks"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""zanieczyszczenia_stałe"": ""w_normie"", ""woda"": ""w_normie"", ""płyn_chłodniczy"": ""brak_wykrycia""}",1,W NORMIE
P2320710,"Lepkość w zakresie granicznym klasy SAE 40. Temperatura zapłonu na dopuszczalnym poziomie. Liczba zasadowa w trendzie malejącym, mieści się w bezpiecznym zakresie. Zawartość pierwiastków zużyciowych na dopuszczalnym poziomie. Indeks PQ (informujący o zawartości cząstek ferromagnetycznych bez względu na rozmiar) w normie. Własności dyspergujące lekko pogorszone. Zawartość stałych zanieczyszczeń w normie. Zawartość wody na akceptowalnym poziomie. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym.



Zalecenia i wnioski:

Olej kwalifikuje się do dalszej eksploatacji jednak wskazana jest obserwacja zmian w kolejnym badaniu nie później niż po 500mth.","{""lepkość"": ""w_zakresie_granicznym"", ""temperatura_zapłonu"": ""w_dopuszczalnym_zakresie"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""pq_indeks"": ""w_normie"", ""zanieczyszczenia_stałe"": ""w_normie"", ""woda"": ""w_akceptowalnym_zakresie"", ""płyn_chłodniczy"": ""brak_wykrycia""}",1,WSKAZÓWKA
P2321180,"Oznaczona lepkość wskazuje na olej klasy SAE 40. Temperatura zapłonu na poziomie akceptowalnym. Liczba zasadowa w normie. Własności dyspergujące w normie. Zawartość stałych zanieczyszczeń na dobrym, niskim poziomie. Zawartość wody w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 µm) w normie. Indeks PQ informujący o zawartości cząstek ferromagnetycznych (bez względu na rozmiar) w normie. 



Zalecenia i wnioski:

Jeżeli oznaczona lepkość spełnia wymagania producenta silnika olej kwalifikuje się do dalszej eksploatacji. Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej. ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_akceptowalnym_zakresie"", ""liczba_zasadowa"": ""w_normie"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""w_normie""}",1,WSKAZÓWKA
P2321322,"Lepkość mieści się w zakresie typowym dla klasy SAE 50. Temperatura zapłonu na dopuszczalnym poziomie. Oznaczona zawartość dodatków oraz widmo w podczerwieni odbiegają od posiadanej przez nas referencji oleju świeżego Orlen Platinum Ultor Diesel 20W-50 - sugerują, że w eksploatacji jest olej innego typu lub mieszanina olejów. Zawartość cząstek zużyciowych mieści się w akceptowalnym zakresie. Na widmie w podczerwieni nie stwierdzono charakterystycznych pasm wskazujących na obecność płynu chłodniczego w próbce. 



Zalecenie i wnioski:



Proszę obserwować zmiany w kolejnym badaniu. Zalecane jest przeprowadzenie następnej analizy po 500mth.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_dopuszczalnym_zakresie"", ""metale_zużyciowe"": ""w_akceptowalnym_zakresie""}",1,WSKAZÓWKA
P2400022,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Temperatura zapłonu na poziomie akceptowalnym. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie. Widmo IR wskazuje na zwiększoną zawartość sadzy w oleju.

Zalecenia i wnioski:

Zalecana jest wymiana wkładów filtracyjnych. Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_akceptowalnym_zakresie"", ""metale_zużyciowe"": ""w_normie""}",1,WSKAZÓWKA
P2400032,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Temperatura zapłonu w normie. Zawartość miedzi  i żelaza w trendzie stabilnym. Poziom pozostałych metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie.

Zalecenia i wnioski:

W celu obserwacji trendu przyrostu miedzi i żelaza proszę przeprowadzić kolejne badanie oleju za 500h pracy, licząc od chwili pobrania aktualnej próbki.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",1,WSKAZÓWKA
P2400104,"Lepkość w normie dla oleju klasy SAE 40. Temperatura zapłonu w zakresie akceptowalnym. Liczba zasadowa na bezpiecznym poziomie. Własności dyspergujące w normie. Zawartość cząstek zużyciowych oznaczona w badaniu pierwiastków (cząstki <5µm) w normie. Indeks PQ informujący o zawartości cząstek ferromagnetycznych (bez względu na rozmiar) w normie. Zawartość stałych zanieczyszczeń w zakresie dopuszczalnym. Zawartość wody w normie.

Zalecenia i wnioski:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej. Proszę obserwować zmiany w następnej analizie.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_akceptowalnym_zakresie"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""w_normie"", ""zanieczyszczenia_stałe"": ""w_dopuszczalnym_zakresie"", ""woda"": ""w_normie""}",1,W NORMIE
P2400122,"Oznaczona lepkość w zakresie granicznym dla klasy SAE 40. Temperatura zapłonu w normie. Liczba zasadowa poniżej wartości oczekiwanej, mieści się w dopuszczalnym zakresie. Zawartość stałych zanieczyszczeń w normie. Zawartość wody na dobrym, niskim poziomie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 µm) w normie. 

Zalecenia i wnioski:

Oznaczone parametry mieszczą się w akceptowalnych zakresach. Zalecana jest obserwacja zmian trendu w kolejnym badaniu po 500mth pracy silnika.     ","{""lepkość"": ""w_zakresie_granicznym"", ""temperatura_zapłonu"": ""w_normie"", ""liczba_zasadowa"": ""w_dopuszczalnym_zakresie"", ""zanieczyszczenia_stałe"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",1,WSKAZÓWKA
P2400446,"Lepkość w zakresie granicznym klasy SAE 40. Temperatura zapłonu na bezpiecznym poziomie. Liczba zasadowa poniżej wartości oczekiwanej jednak mieści się w akceptowalnym zakresie. Zawartość stałych zanieczyszczeń w normie. Zawartość wody w normie. Zawartość miedzi na akceptowalnym poziomie. Pozostałe oznaczone pierwiastki zużyciowe w normie. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym.





Zalecenia i wnioski:

Oznaczone parametry mieszczą się w akceptowalnych zakresach. Zalecana jest obserwacja zmian w kolejnym badaniu po 500mth.    ","{""lepkość"": ""w_zakresie_granicznym"", ""temperatura_zapłonu"": ""w_zakresie_bezpiecznym"", ""liczba_zasadowa"": ""w_akceptowalnym_zakresie"", ""zanieczyszczenia_stałe"": ""w_normie"", ""woda"": ""w_normie"", ""miedź"": ""w_akceptowalnym_zakresie"", ""metale_zużyciowe"": ""w_normie"", ""płyn_chłodniczy"": ""brak_wykrycia""}",1,WSKAZÓWKA
P2400450,"Lepkość na granicy zakresu typowego dla klasy SAE 40. Temperatura zapłonu na bezpiecznym poziomie. Liczba zasadowa poniżej wartości oczekiwanej jednak mieści się w akceptowalnym zakresie. Zawartość stałych zanieczyszczeń w normie. Zawartość wody w normie. Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym.





Zalecenia i wnioski:

Oznaczone parametry mieszczą się w akceptowalnych zakresach. Zalecana jest obserwacja zmian w kolejnym badaniu po 500mth.    ","{""temperatura_zapłonu"": ""w_zakresie_bezpiecznym"", ""liczba_zasadowa"": ""w_akceptowalnym_zakresie"", ""zanieczyszczenia_stałe"": ""w_normie"", ""woda"": ""w_normie"", ""płyn_chłodniczy"": ""brak_wykrycia""}",0,WSKAZÓWKA
P2400471,"Oznaczona lepkość w normie dla klasy SAE 40. Temperatura zapłonu w normie. Zawartość wody w normie. Indeks PQ w normie.

Zalecenia i wnioski:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej. ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""woda"": ""w_normie"", ""pq_indeks"": ""w_normie""}",0,WSKAZÓWKA
P2400497,"Oznaczona lepkość  lekko poniżej normy dla oleju klasy SAE 40. Temperatura zapłonu w normie. Liczba zasadowa w normie. Zawartość stałych ciał obcych w normie. Własności dyspergujące w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) w normie. Zawartość wody w normie.

Wnioski i zalecenia:

Sprawdzić wymagania dot. stosowanej lepkości oleju, w przeciwnym wypadku wymienić na świeży. Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej. Proszę obserwować zmiany w następnej analizie.","{""temperatura_zapłonu"": ""w_normie"", ""liczba_zasadowa"": ""w_normie"", ""stałe_ciała_obce"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""woda"": ""w_normie""}",1,WSKAZÓWKA
P2400745,"Lepkość w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości zgodny z wartością deklarowaną przez producenta oleju. Temperatura zapłonu na bezpiecznym poziomie. Zawartość dodatków zgodna z posiadaną przez nas referencją oleju świeżego. Liczba zasadowa na dopuszczalnym poziomie. Własności dyspergujące w normie. Czytelność widma w podczerwieni pogorszona ze względu na zawartość sadzy, jednak nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym. Nie stwierdzono niepokojąco podwyższonej zawartości pierwiastków wskazujących na zanieczyszczenie próbki płynem chłodniczym. Zawartość wody w normie. Zawartość stałych zanieczyszczeń w normie. Zawartość cząstek zużyciowych w normie.



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w akceptowalnych zakresach. Olej kwalifikuje się do dalszej eksploatacji jednak zalecana jest obserwacja zmian w kolejnym badaniu po 500mth.     ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_zakresie_bezpiecznym"", ""liczba_zasadowa"": ""w_dopuszczalnym_zakresie"", ""płyn_chłodniczy"": ""brak_wykrycia"", ""sadza"": ""brak_wykrycia"", ""woda"": ""w_normie"", ""zanieczyszczenia_stałe"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",1,WSKAZÓWKA
P2400829,"W próbce oddzieliła się wolna woda. Stosunek zawartości wody i glikolu w normie. Temperatura krystalizacji w normie. Rezerwa alkaliczna w normie. Odczyn pH w normie. 

Zalecenia i wnioski:

Proszę przeprowadzić zabiegi mające na celu odświeżenie płynu, zgodnie z procedurami/ zaleceniami producenta płynu i /lub wymienić płyn na świeży. Wykonać badanie kolejnej próbki po przeprowadzeniu zabiegów korygujących.","{""woda"": ""w_normie"", ""glikol"": ""w_normie"", ""temperatura_krystalizacji"": ""w_normie"", ""rezerwa_alkaliczna"": ""w_normie"", ""ph"": ""w_normie""}",0,UWAGA
P2400892,Lepkość mieści się w zakresie typowym dla klasy SAE 40. Temperatura zapłonu na bezpiecznym poziomie. Liczba zasadowa poniżej wartości oczekiwanej jednak mieści się w akceptowalnym zakresie. Zawartość stałych zanieczyszczeń w normie. Zawartość wody w normie. Zawartość pierwiastków zużyciowych w normie. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym.,"{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_zakresie_bezpiecznym"", ""liczba_zasadowa"": ""w_akceptowalnym_zakresie"", ""zanieczyszczenia_stałe"": ""w_normie"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""płyn_chłodniczy"": ""brak_wykrycia""}",0,WSKAZÓWKA
P2400914,"Lepkość w normie dla klasy SAE 20. Wskaźnik lepkości na oczekiwanym poziomie. Rezerwa alkaliczna (wzajemny stosunek liczby kwasowej do zasadowej) uległa wyczerpaniu jednak parametr i-pH znajduje się na bezpiecznym poziomie. Zawartość wody w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie. Indeks PQ w normie.

Wnioski i zalecenia: 
Obserwować zmiany trendu w następnej analizie. Przeprowadzić kolejne badanie po przejechaniu 15000 km","{""lepkość"": ""w_normie"", ""liczba_kwasowa"": ""w_zakresie_bezpiecznym"", ""rezerwa_alkaliczna"": ""w_zakresie_bezpiecznym"", ""ph"": ""w_zakresie_bezpiecznym"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""w_normie""}",1,WSKAZÓWKA
P2400920,"Zawartość wapnia podniesiona, w stosunku do ostatniego badania, może wynikać z obecności dodatku. Poziom metalicznych produktów zużycia mieści się w zakresie akceptowalnym (cząstki o rozmiarze <5 mikronów), nie zaobserwowano wzrostu parametrów. Wysoki poziom ołowiu pochodzi z paliwa lotniczego i jest to sytuacja normalna dla tego typu tłokowych silników lotniczych.

Wnioski i zalecenia:

Proszę obserwować zmiany w kolejnej analizie, zgodnie z harmonogramem diagnostyki olejowej. ","{""metale_zużyciowe"": ""w_akceptowalnym_zakresie""}",1,WSKAZÓWKA
P2401390,"Lepkość w zakresie typowym dla klasy SAE 40. Temperatura zapłonu w normie. Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Widmo w podczerwieni mało czytelne ze względu na zawartość sadzy. Nie stwierdzono niepokojąco podwyższonej zawartości pierwiastków sugerujących zanieczyszczenie oleju płynem chłodniczym.

Zalecenia i wnioski:

Ze względu na zanieczyszczenie sadzą proszę o wymianę wkładów filtracyjnych. Obserwować zmiany w kolejnym badaniu za 500 mth pracy silnika.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""płyn_chłodniczy"": ""brak_wykrycia""}",1,WSKAZÓWKA
P2401673,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków w dopuszczalnych zakresach Wysoka zawartość ołowiu pochodzącego z paliwa jest sytuacją typową dla tego typu tłokowych silników lotniczych.

Wnioski i zalecenia:

Jest to pierwsze badanie a co za tym idzie nieznana jest dynamika przyrostu produktów zużycia. Zalecana jest obserwacja zmian w kolejnym badaniu przynajmniej po 25 godzinach pracy silnika. ","{""paliwo"": ""w_dopuszczalnym_zakresie"", ""ołów"": ""w_dopuszczalnym_zakresie"", ""metale_zużyciowe"": ""w_dopuszczalnym_zakresie""}",0,WSKAZÓWKA
P2401699,"Oznaczona lepkość poniżej wartości granicznej dla oleju SAE 50. Zawartość stałych ciał obcych w normie. Liczba zasadowa w normie. Własności dyspergujące w normie. Temperatura zapłonu w normie. Zawartość wody w normie. Zawartość metalicznych produktów zużycia oznaczona w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) w trendzie stabilnym. Indeks PQ informujący o zawartości cząstek ferromagnetycznych (niezależnie od rozmiaru cząstek) w normie.

Wnioski i zalecenia:

Proszę zweryfikować wymagania dot. lepkości oleju, celem jego dalszej zdatności do eksploatacji. Proszę obserwować zmiany w następnej analizie, przeprowadzić kolejne badanie oleju za 500h pracy, licząc od chwili pobrania aktualnej próbki.","{""stałe_ciała_obce"": ""w_normie"", ""liczba_zasadowa"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""woda"": ""w_normie"", ""pq_indeks"": ""w_normie""}",1,WSKAZÓWKA
P2401700,"Oznaczona lepkość w normie dla klasy SAE 40. Zawartość stałych ciał obcych w normie. Liczba zasadowa w normie. Własności dyspergujące obniżone. Temperatura zapłonu w normie. Zawartość wody w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) w normie. Indeks PQ informujący o zawartości cząstek ferromagnetycznych (niezależnie od rozmiaru cząstek) w normie.

Wnioski i zalecenia:

Ze względu na obniżone własności dyspergujące zaleca się przysłać kolejną próbkę do badania za około 250mth. Proszę obserwować zmiany w następnej analizie. ","{""lepkość"": ""w_normie"", ""stałe_ciała_obce"": ""w_normie"", ""liczba_zasadowa"": ""w_normie"", ""temperatura_zapłonu"": ""w_normie"", ""woda"": ""w_normie"", ""metale_zużyciowe"": ""w_normie"", ""pq_indeks"": ""w_normie""}",1,WSKAZÓWKA
P2401858,"Lepkość mieści się w zakresie typowym dla klasy SAE 40. Rezerwa alkaliczna na bezpiecznym poziomie. Parametr i-pH na poziomie akceptowalnym. Zawartość cząstek metalicznych, w odniesieniu do zadeklarowanego czasu pracy, mieści się w dopuszczalnym zakresie, nie wskazuje na niepokojącą dynamikę procesów zużycia lub korozji smarowanych elementów. Zawartość wody w normie. Lekko podwyższona zawartość sodu, nie stwierdzono przyrostu parametru w porównaniu do poprzedniego badania. Oksydacja oraz nitracja na dopuszczalnym poziomie.





Zalecenia i wnioski:

Olej kwalifikuje się do dalszej eksploatacji jednak zalecana jest obserwacja zmian w kolejnym badaniu po 300 godzinach pracy.","{""lepkość"": ""w_normie"", ""rezerwa_alkaliczna"": ""w_zakresie_bezpiecznym"", ""ph"": ""w_akceptowalnym_zakresie"", ""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""woda"": ""w_normie"", ""oksydacja"": ""w_dopuszczalnym_zakresie"", ""nitracja"": ""w_dopuszczalnym_zakresie""}",0,WSKAZÓWKA
P2401986,"Lepkość w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości zgodny z wartością deklarowaną przez producenta oleju.  Temperatura zapłonu na bezpiecznym poziomie. Zawartość dodatków zgodna z posiadaną przez nas referencją oleju świeżego. Liczba zasadowa na akceptowalnym poziomie. Własności dyspergujące w normie. Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Zawartość stałych zanieczyszczeń w normie. Zawartość wody w normie. Na widmie w podczerwieni nie stwierdzono charakterystycznych pasm świadczących o zanieczyszczeniu oleju płynem chłodniczym. Nie stwierdzono podwyższonej zawartości pierwiastków sugerujących zanieczyszczenie oleju płynem chłodniczym.





Zalecenia i wnioski:

Oznaczone parametry mieszczą się w akceptowalnych zakresach. Olej kwalifikuje się do dalszej eksploatacji jednak zalecana jest obserwacja zmian w kolejnym badaniu po 500mth.     ","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_zakresie_bezpiecznym"", ""liczba_zasadowa"": ""w_akceptowalnym_zakresie"", ""zanieczyszczenia_stałe"": ""w_normie"", ""woda"": ""w_normie"", ""płyn_chłodniczy"": ""brak_wykrycia""}",1,WSKAZÓWKA
P2402520,"Oznaczona lepkość lekko poniżej dolnego zakresu granicznego dla klasy SAE 50. Temperatura zapłonu w normie. Zawartość metalicznych produktów zużycia w normie.

Zalecenia i wnioski:

Proszę zweryfikować, czy olej o danej lepkości kwalifikuje się do eksploatacji, w przeciwnym wypadku wymienić na świeży. Obserwować zmiany w kolejnej analizie zgodnie z harmonogramem diagnostyki.","{""lepkość"": ""w_zakresie_granicznym"", ""temperatura_zapłonu"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",0,WSKAZÓWKA
P2402665,"Lepkość w zakresie typowym dla klasy SAE 40. Temperatura zapłonu na dopuszczalnym poziomie. Własności dyspergujące w normie. Nie podaliście Państwo type eksploatowanego oleju i z tego powodu niemożliwe jest zestawienie oznaczonej liczby zasadowej z wartością parametru w oleju świeżym, jednak oznaczona wartość mieści się w akceptowalnym zakresie. Zawartość stałych zanieczyszczeń w normie. Zawartość cząstek zużyciowych mieści się w dopuszczalnym zakresie. Zawartość wody w normie. Nie stwierdzono niepokojąco podwyższonej zawartości pierwiastków świadczących o zanieczyszczeniu oleju płynem chłodniczym. Widmo w podczerwieni mało czytelne ze względu na zawartość sadzy.

Zalecenia i wnioski:



Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Olej kwalifikuje się do dalszej eksploatacji, jednak zalecana jest obserwacja zmian w kolejnym badaniu nie później niż po 500mth.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_dopuszczalnym_zakresie"", ""liczba_zasadowa"": ""w_akceptowalnym_zakresie"", ""zanieczyszczenia_stałe"": ""w_normie"", ""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""woda"": ""w_normie"", ""płyn_chłodniczy"": ""brak_wykrycia""}",1,WSKAZÓWKA
P2403017,"Lepkość w zakresie typowym klasy SAE 40. Temperatura zapłonu na bezpiecznym poziomie. Liczba zasadowa na bezpiecznym poziomie. Własności dyspergujące w normie. Zawartość stałych zanieczyszczeń na dopuszczalnym poziomie. Zawartość wody w normie. W porównaniu do poprzedniego badania nie stwierdzono znaczącego przyrostu zawartości cząstek zużyciowych. Czytelność widma w podczerwieni jest pogorszona ze względu na zawartość sadzy, jednak nie stwierdzono charakterystycznych pasm świadczących o zanieczyszczeniu oleju płynem chłodniczym. W porównaniu do poprzednich badań stwierdzono wzrost zawartości boru oraz molibdenu - co prawdopodobnie ma związek z przeprowadzonym uzupełnieniem oleju lub pierwiastki te mogą być pochodną zanieczyszczenia oleju płynem chłodniczym. 



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Zalecana jest obserwacja zmian w kolejnym badaniu nie później niż po 500mth.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_zakresie_bezpiecznym"", ""liczba_zasadowa"": ""w_zakresie_bezpiecznym"", ""zanieczyszczenia_stałe"": ""w_dopuszczalnym_zakresie"", ""woda"": ""w_normie"", ""płyn_chłodniczy"": ""brak_wykrycia"", ""sadza"": ""brak_wykrycia""}",1,WSKAZÓWKA
P2403109,"Lepkość w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości zgodny z wartością deklarowaną przez producenta oleju. Temperatura zapłonu na bezpiecznym poziomie. Zawartość dodatków wykazuje różnice w stosunku do posiadanej przez nas referencji oleju świeżego. Liczba zasadowa na dopuszczalnym poziomie. Własności dyspergujące w normie. Zawartość wody w normie. Zawartość stałych zanieczyszczeń w normie. Zawartość metalicznych produktów zużycia w normie.

Zalecenia i wnioski:

Proszę zweryfikować informację o stosowanym środku smarnym. Obserwować zmiany w kolejnym badaniu.","{""lepkość"": ""w_normie"", ""temperatura_zapłonu"": ""w_zakresie_bezpiecznym"", ""liczba_zasadowa"": ""w_dopuszczalnym_zakresie"", ""woda"": ""w_normie"", ""zanieczyszczenia_stałe"": ""w_normie"", ""metale_zużyciowe"": ""w_normie""}",0,WSKAZÓWKA
P2403442,"Lepkość w górnym zakresie granicznym klasy SAE 40. Temperatura zapłonu na wysokim, bezpiecznym poziomie. Zawartość miedzi podwyższona, nie stwierdzono przyrostu parametru w porównaniu do poprzedniej analizy. Pozostałe oznaczone pierwiastki zużyciowe na dopuszczalnym poziomie. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym.



Zalecenia i wnioski:

Olej kwalifikuje się do dalszej eksploatacji jednak zalecana jest obserwacja zmian w kolejnym badaniu nie później niż po 500mth.","{""lepkość"": ""w_zakresie_granicznym"", ""temperatura_zapłonu"": ""w_zakresie_bezpiecznym"", ""metale_zużyciowe"": ""w_dopuszczalnym_zakresie"", ""płyn_chłodniczy"": ""brak_wykrycia""}",1,WSKAZÓWKA
