Probe,Lab_Number,Prediction,Overall_Assessment_pred_file,Overall_Interpretation,Overall_Assessment_data
test,P2419432,0,0,"Lepkość w normie dla oleju klasy SAE 40. Widmo podczerwieni FTIR odpowiada referencji, nie wykazuje pasm charakterystycznych dla zanieczyszczenia oleju płynem chłodniczym. Zawartość paliwa na niskim, oczekiwanym poziomie. Liczba zasadowa w normie. Własności dyspergujące w normie. Zawartość wody na dobrym, niskim poziomie. Temperatura zapłonu na bezpiecznym poziomie. Zawartość metalicznych cząstek zużyciowych oznaczonych w badaniu pierwiastków (cząstki <5 mikronów) w normie. 

Wnioski i zalecenia:

Obserwować zmiany w kolejnych badaniach. Następną analizę przeprowadzić zgodnie z harmonogramem diagnostyki olejowej.",W NORMIE
test,P2419310,0,0,"Oznaczona lepkość w zakresie granicznym dla oleju klasy SAE 40. Liczba zasadowa w normie. Temperatura zapłonu w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5µm) w normie. Zawartość paliwa w normie. Własności dyspergujące w normie. Zawartość wody w normie. 
Zalecenia i wnioski:
Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki.",W NORMIE
test,P2419311,1,0,"Oznaczona lepkość w zakresie granicznym dla oleju klasy SAE 40. Liczba zasadowa w normie. Temperatura zapłonu w normie. Zawartość miedzi w dopuszczalnym limicie. Zawartość pozostałych metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5µm) w normie. Zawartość paliwa w normie. Własności dyspergujące w normie. Zawartość wody w normie. 
Zalecenia i wnioski:
Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki.",W NORMIE
test,P2420713,2,1,"Lepkość obniżona dla klasy SAE 40. Rezerwa alkaliczna w zakresie granicznym. Parametr i-pH na niskim poziomie. Temperatura zapłonu w normie. Zawartość wody w normie (0,02%). Podwyższona zawartość miedzi, żelaza oraz glinu oznaczona w badaniu pierwiastków (cząstki o rozmiarach <5um). Zawartość pozostałych oznaczonych pierwiastków zużyciowych oraz indeks PQ, informujący o zawartości cząstek ferromagnetycznych (niezależnie od rozmiaru cząstek), na akceptowalnym poziomie. Lekko podwyższona zawartość pierwiastków typowych dla zanieczyszczenia oleju płynem chłodniczym. Własności dyspergujące w normie. Zawartość paliwa w normie.

Zalecenia i wnioski:

Ze względu na przekroczenia parametrów dopuszczalnych, olej nie kwalifikuje się do dalszej eksploatacji. Należy niezwłocznie podjąć działania korygujące polegające na wymianie oleju na świeży (zgodny z instrukcją obsługi) oraz poinformowanie serwisu o przeprowadzonej wymianie lub przeprowadzenie wymiany oleju pod nadzorem przedstawiciela serwisu.",WSKAZÓWKA
test,P2420714,1,1,"Lepkość w normie dla klasy SAE 40. Rezerwa alkaliczna na bezpiecznym poziomie. Widmo podczerwieni FTIR nie wskazuje na zanieczyszczenie oleju płynem chłodniczym. Parametr i-pH w zakresie akceptowalnym. Temperatura zapłonu w normie. Zawartość wody w zakresie prawidłowym (0,02%). Rosnący trend zawartości żelaza, glinu i miedzi. Poziom metalicznych produktów zużycia oznaczonych w badaniu pierwiastków (cząstki <5 mikronów) w normie. Indeks PQ, wskazujący na zawartość cząstek ferromagnetycznych (niezależnie od rozmiaru) w trendzie rosnącym. Zawartość paliwa w normie. Własności dyspergujące w normie.

Wnioski i zalecenia:

Proszę obserwować zmiany trendu w kolejnym badaniu. Następną analizę wykonać nie później niż za miesiąc.",WSKAZÓWKA
test,P2420771,0,0,"Lepkość mieści się w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości na poziomie typowym dla oleju jednosezonowego. Temperatura zapłonu na bezpiecznym poziomie. Zawartość cząstek zużyciowych mieści się w dopuszczalnym zakresie. Na widmie w podczerwieni nie stwierdzono charakterystycznych pasm świadczących o zanieczyszczeniu oleju płynem chłodniczym. Nie stwierdzono podwyższonej zawartości pierwiastków wskazujących na zanieczyszczenie oleju płynem chłodniczym. Zawartość wody na dopuszczalnym poziomie. Liczba zasadowa na wysokim, bezpiecznym poziomie. Własności dyspergujące w normie. W badaniu chromatografii gazowej nie stwierdzono podwyższonej zawartości komponentów ON.  



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem.   ",W NORMIE
test,P2420779,0,0,,W NORMIE
test,P2420786,1,0,"Lepkość w zakresie typowym dla klasy SAE 30. Wskaźnik lepkości na oczekiwanym poziomie. Temperatura zapłonu na wysokim, bezpiecznym poziomie. Liczba zasadowa na bezpiecznym poziomie. Własności dyspergujące w normie. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym. Nie stwierdzono niepokojąco podwyższonej zawartości pierwiastków wskazujących na zanieczyszczenie próbki płynem chłodniczym. Zawartość wody na dopuszczalnym poziomie. Zawartość stałych zanieczyszczeń w normie. Zawartość cząstek zużyciowych (oznaczona w badaniu pierwiastków, cząstki <5µm) oraz indeks PQ (informujący o zawartości cząstek ferromagnetycznych bez względu na rozmiar) w normie. Zawartość ON w normie.



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w dopuszczalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.   ",W NORMIE
test,P2419391,0,1,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (ICP-OES) oraz PQ indeks na niskim poziomie. Oznaczone własności reologiczne (Lepkość i wskaźnik lepkości) na poprawnym poziomie dla oleju klasy SAE 40. Temperatura zapłonu w normie. Rezerwa alkaliczna na wysokim, poprawnym poziomie. Zawartość wody na niskim poziomie. Nie stwierdzono zanieczyszczenia płynem chłodniczym.  Własności dyspergujące poniżej poziomu oczekiwanego, pogorszono lecz nie krytycznie. 

Zalecenia i wnioski:

Olej warunkowo kwalifikuje się do dalszej eksploatacji. Proszę obserwować trend w następnej analizie. Badanie kolejnej próbki wykonać nie później niż za 500mh. ",WSKAZÓWKA
test,P2419463,0,0,"Oznaczona lepkość w normie dla oleju klasy SAE 40. Temperatura zapłonu w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków w normie. Zawartość paliwa w normie. Liczba zasadowa na bezpiecznym poziomie. Własności dyspergujące w normie. Zawartość wody w normie.

Wnioski i zalecenia:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.",W NORMIE
test,P2419449,1,1,"Lepkość lekko poniżej zakresu typowego dla klasy SAE 40. Temperatura zapłonu na wysokim, bezpiecznym poziomie. Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Nie stwierdzono podwyższonej zawartości pierwiastków wskazujących na zanieczyszczenie oleju płynem chłodniczym. Na widmie w podczerwieni nie stwierdzono charakterystycznych pasm wskazujących na zanieczyszczenie oleju płynem chłodniczym. 

Zalecenia i wnioski:

Proszę upewnić się, czy olej o danej lepkości może być eksploatowany, w przeciwnym razie wymienić na świeży. W przypadku dalszej eksploatacji, proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.",WSKAZÓWKA
test,P2419462,2,2,"Oznaczona lepkość obniżona dla klasy SAE 40. Temperatura zapłonu w normie. Zawartość potasu wyraźnie podwyższona - możliwe pochodzenie płyn chłodniczy. Zawartość miedzi obniżyła się znacznie w stosunku do poprzedniego badania jednak nadal jest podwyższona. Zawartość glinu wyraźnie podwyższona. Poziom pozostałych metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 µm) w normie. Zawartość paliwa wyraźnie podwyższona. Liczba zasadowa w normie. Własności dyspergujące w normie. Zawartość wody w normie.
Wnioski i zalecenia: 
Zweryfikować czy olej o danej lepkości może być eksploatowany. W przeciwnym razie należy wymienić na olej o odpowiedniej lepkości. Ze względu na podwyższone zawartości potasu, glinu i miedzi zalecana jest inspekcja układu chłodzenia pod kątem wystąpienia korozji. Ze względu na podwyższoną zawartość paliwa w oleju zalecana jest kontrola układu doprowadzania paliwa.",UWAGA
test,P2419542,0,1,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) w dopuszczalnych limitach jednak przy mniejszej ilości przepracowanych godzin. Wysoki poziom ołowiu pochodzi z paliwa lotniczego i jest to sytuacja normalna dla tłokowych silników lotniczych.

Wnioski i zalecenia:

Obserwować zmiany trendu  w następnej analizie. Przeprowadzić kolejne badanie po 50 godzinach pracy silnika.",WSKAZÓWKA
test,P2419546,0,1,"Zawartość wody lekko podwyższona. Lekko podwyższona zawartość sodu - prawdopodobnie jest to pochodna zanieczyszczenia oleju wodą lub płynem chłodniczym.  Lepkość w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości na poziomie oczekiwanym. Temperatura zapłonu na wysokim, bezpiecznym poziomie. Liczba zasadowa na bezpiecznym poziomie.  Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Własności dyspergujące w normie. Na widmie w podczerwieni nie stwierdzono zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym. W badaniu chromatografii gazowej nie stwierdzono podwyższonej zawartości komponentów ON.



Zalecenia i wnioski:

Wskazana jest obserwacja zmian w kolejnym badaniu po 250mth.",WSKAZÓWKA
test,P2500749,1,1,"Lepkość lekko obniżona. Temperatura zapłonu w normie. Zawartość wody na niskim, prawidłowym poziomie. Zawartość paliwa lekko podwyższona. Widmo podczerwieni FTIR wykazuje biokomponenty oleju napędowego. Liczba zasadowa w zakresie akceptowalnym. Własności dyspergujące prawidłowe. Lekko podwyższona zawartość ołowiu. Poziom pozostałych metalicznych produktów zużycia (cząstki <5 mikronów) oznaczonych w badaniu pierwiastków w normie. Indeks PQ, informujący o zawartości cząstek ferromagnetycznych (bez względu na rozmiar) w zakresie prawidłowym.

Wnioski i zalecenia:

Obserwować trend w kolejnych badaniach. Następną analizę przeprowadzić za 500 mth. ",WSKAZÓWKA
test,P2500757,1,1,"Lepkość mieści się w zakresie typowym dla klasy SAE 50. Wskaźnik lepkości w zakresie typowym dla olejów wielosezonowych. Temperatura zapłonu na bezpiecznym poziomie. Zawartość żelaza (oznaczona w badaniu pierwiastków, cząstki <5µm) lekko podwyższona. Zawartość pozostałych oznaczonych pierwiastków zużyciowych na dopuszczalnym poziomie. Zawartość stałych zanieczyszczeń na dopuszczalnym poziomie. Zawartość wody na dopuszczalnym poziomie. Na widmie w podczerwieni nie stwierdzono charakterystycznych pasm świadczących o zanieczyszczeniu oleju płynem chłodniczym. Lekko podwyższona zawartość krzemu oraz sodu - prawdopodobnie jest to pochodna zanieczyszczenia oleju pyłem z otoczenia lub pochodna zanieczyszczenia oleju płynem chłodniczym. Liczba zasadowa na wysokim, bezpiecznym poziomie. Własności dyspergujące w normie. W badaniu chromatografii gazowej nie stwierdzono podwyższonej zawartości ON.



Zalecenia i wnioski:

Zalecana jest obserwacja zmian trendu w kolejnym badaniu nie później niż po 500mth.",WSKAZÓWKA
test,P2420887,2,1,"Lepkość mieści się w zakresie typowym dla klasy SAE 50. Wskaźnik lepkości powyżej wartości oczekiwanej dla oleju jednosezonowego. Liczba zasadowa na poziomie dopuszczalnym dla oleju klasy CB. Własności dyspergujące w normie. Temperatura zapłonu na bezpiecznym poziomie. Zawartość pierwiastków zużyciowych mieści się w dopuszczalnym zakresie. Podwyższona zawartość sodu, boru oraz potasu, prawdopodobnie jest to pochodna zanieczyszczenia oleju płynem chłodniczym - może świadczyć o awarii układu chłodzenia lub wynikać z wypłukiwanych pozostałości sprzed wymiany. Na widmie w podczerwieni nie stwierdzono charakterystycznych pasm wskazujących jednoznacznie na obecność płynu chłodniczego w dostarczonej próbce. Zawartość ON w normie. Zawartość wody w normie.



Zalecenia i wnioski:

Wskazana jest wzmożona obserwacja zmian trendu w kolejnych badaniach. Proszę przysłać kolejną próbkę do analizy po 250mth.  ",WSKAZÓWKA
test,P2420890,1,1,"Lepkość w zakresie typowym dla klasy SAE 40.  Wskaźnik lepkości na poziomie oczekiwanym dla oleju jednosezonowego. Liczba zasadowa na wysokim, bezpiecznym poziomie. Własności dyspergujące w normie. Temperatura zapłonu na wysokim, bezpiecznym poziomie. Podwyższona zawartość miedzi. Pozostałe oznaczone pierwiastki zużyciowe na dopuszczalnym poziomie. Na widmie w podczerwieni nie stwierdzono charakterystycznych pasm wskazujących na zanieczyszczenie oleju płynem chłodniczym. Lekko podwyższona zawartość sodu oraz potasu, może stanowić pochodną zanieczyszczenia oleju płynem chłodniczym lub pyłem z otoczenia. Zawartość ON w normie. Zawartość wody w normie.





Zalecenia i wnioski:

Wskazana jest obserwacja zmian w kolejnym badaniu po 250mth. ",WSKAZÓWKA
test,P2420921,2,0,"Lepkość mieści się w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości na poziomie oczekiwanym dla oleju wielosezonowego. Liczba zasadowa na bezpiecznym poziomie. Własności dyspergujące w normie. Temperatura zapłonu na bezpiecznym poziomie. W porównaniu do poprzedniej analizy stwierdzono jedynie nieznaczny przyrost zawartości cząstek zużyciowych. Na widmie w podczerwieni nie stwierdzono charakterystycznych pasm świadczących o zanieczyszczeniu oleju płynem chłodniczym. Nie stwierdzono niepokojąco podwyższonej zawartości pierwiastków wskazujących  zanieczyszczenie oleju płynem chłodniczym. Zawartość ON lekko podwyższona. Zawartość wody w normie.



Zalecenia i wnioski:

Oznaczone parametry mieszczą się w akceptowalnych zakresach. Proszę obserwować zmiany w kolejnym badaniu zgodnie z przyjętym harmonogramem.",W NORMIE
test,P2419624,2,2,"Oznaczona lepkość w normie dla klasy SAE 40. Temperatura zapłonu w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5µm) w normie. Zawartość paliwa wyraźnie podwyższona. Własności dyspergujące w normie. Zawartość wody w normie. Liczba zasadowa na bezpiecznym poziomie.

Zalecenia i wnioski:

Ze względu na podwyższoną zawartość paliwa zalecana jest wymiana oleju na świeży oraz przeprowadzenie kontroli
szczelności układu doprowadzania paliwa. Wykonać kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki olejowej.",UWAGA
test,P2419647,1,2,"Lepkość w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości na poziomie oczekiwanym dla oleju wielosezonowego. Liczba zasadowa na wysokim, bezpiecznym poziomie. Temperatura zapłonu na dopuszczalnym poziomie. Czytelność widma w podczerwieni pogorszona ze względu na zawartość sadzy. Zawartość boru oraz molibdenu podwyższona, trend rosnący - możliwe pochodzenie to zanieczyszczenie oleju płynem chłodniczym. Zawartość metalicznych produktów zużycia oznaczona w badaniu pierwiastków (cząstki o rozmiarach <5µm) na dopuszczalnym poziomie. Zawartość wody w normie. Podwyższona zawartość stałych zanieczyszczeń (oznaczona na sączku membranowym). Własności dyspergujące w normie, jednak indeks zanieczyszczeń jest znacznie podwyższony. W badaniu chromatografii gazowej stwierdzono podwyższoną zawartość komponentów ON. 



Zalecenia i wnioski:

Wskazana jest wymiana filtru oleju, wskazana jest obserwacja zmian w kolejnym badaniu nie później niż po kolejnych 500mth.",UWAGA
test,P2500932,0,0,"Oznaczona lepkość w normie dla klasy SAE 40. Rezerwa alkaliczna (wzajemna korelacja liczby zasadowej i liczby kwasowej) na bezpiecznym poziomie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5 µm) w normie. Indeks PQ informujący o zawartości cząstek ferromagnetycznych (niezależnie od rozmiaru cząstek) w normie. Zawartość paliwa poniżej poziomu detekcji. Własności dyspergujące w normie. Zawartość wody w normie. Temperatura zapłonu w normie.

Zalecenia i wnioski:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki oleju.",W NORMIE
test,P2500942,1,1,"Lepkość mieści się w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości na poziomie oczekiwanym. Temperatura zapłonu w normie. Oznaczony pakiet dodatków jest typowy dla oleju Total Disola MR 4015. Liczba zasadowa na wysokim poziomie. Własności dyspergujące w normie. Zawartość stałych zanieczyszczeń w normie. Zawartość krzemu (oznaczona w badaniu pierwiastków) na akceptowalnym poziomie, trend stabilny. Zawartość cząstek zużyciowych oznaczona w badaniu pierwiastków (cząstki <5µm) na dopuszczalnym poziomie, nie stwierdzono przyrostu zawartości w porównaniu do poprzedniego badania. Zawartość wody w normie. Na widmie w podczerwieni nie stwierdzono zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym. Nie stwierdzono niepokojąco podwyższonej zawartości pierwiastków wskazujących na zanieczyszczenie oleju płynem chłodniczym.



Zalecenia i wnioski:

Olej kwalifikuje się do dalszej eksploatacji. Proszę obserwować zmiany w kolejnym badaniu za ok 500 mth pracy silnika.",WSKAZÓWKA
test,P2500949,2,2,"Podwyższona zawartość miedzi, cyny i ołowiu (oznaczony w badaniu pierwiastków, cząstki o rozmiarach <5µm). Lepkość w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości na poziomie oczekiwanym. Temperatura zapłonu w normie. Liczba zasadowa na wysokim, bezpiecznym poziomie. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym. Nie stwierdzono niepokojąco podwyższonej zawartości pierwiastków wskazujących na zanieczyszczenie próbki płynem chłodniczym. Własności dyspergujące w normie. Zawartość wody w normie. W analizie chromatografii gazowej stwierdzono lekkoo podwyższoną zawartość ON.



Zalecenia i wnioski:

Proszę obserwować zmiany w kolejnym badaniu nie później niż po 500mth.",UWAGA
test,P2500976,1,1,"Lepkość poniżej zakresu typowego dla klasy SAE 40, trend malejący. Temperatura zapłonu na dopuszczalnym poziomie. Zawartość cząstek zużyciowych wzrosła lekko w porównaniu do poprzedniej analizy, mieści się w dopuszczalnym zakresie. Nie stwierdzono podwyższonej zawartości pierwiastków wskazujących na zanieczyszczenie oleju płynem chłodniczym. Czytelność widma w podczerwieni jest pogorszona ze względu na zawartość sadzy, jednak nie stwierdzono charakterystycznych pasm wskazujących na zanieczyszczenie oleju płynem chłodniczym. W badaniu chromatografii gazowej stwierdzono podwyższoną zawartość ON. Zawartość wody w normie. Liczba zasadowa na bezpiecznym poziomie. Własności dyspergujące w normie, jednak stwierdzono podwyższony indeks zanieczyszczeń.  



Zalecenia i wnioski:

Olej kwalifikuje się do dalszej eksploatacji pod warunkiem, że oznaczona lepkość spełnia wymagania producenta silnika. Proszę obserwować zmiany w kolejnym badaniu nie później niż za 500mth.",WSKAZÓWKA
test,P2501000,2,2,"Lepkość w zakresie typowym dla klasy SAE 30. Liczba kwasowa w normie. Temperatura zapłonu w normie. Zawartość wody na dopuszczalnym poziomie. Zawartość miedzi krytycznie podniesiona, może wskazywać na korozje/uszkodzenie elementów smarowanych. Zawartość pozostałych cząstek zużyciowych oznaczona w badaniu pierwiastków (cząstki mniejsze niż 5µm) w normie.



Zalecenia i wnioski:

W związku z krytycznie podniesioną zawartością miedzi proszę przeprowadzić inspekcję wewnętrzną silnika. Wymienić olej na świeży. Przeprowadzić kolejne badanie po wykonaniu zabiegów korygujących.",UWAGA
test,P2501029,1,1,"Lepkość w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości w zakresie oczekiwanym dla olejów wielosezonowych. Liczba zasadowa na wysokim, bezpiecznym poziomie. Własności dyspergujące w normie, jednak stwierdzono podwyższony indeks zanieczyszczeń. Temperatura zapłonu na bezpiecznym poziomie. Czytelność widma w podczerwieni pogorszona ze względu na zawartość sadzy. Zawartość boru oraz molibdenu lekko podwyższona, prawdopodobni jest to pochodna  zanieczyszczenia oleju płynem chłodniczym, nie stwierdzono przyrostu zawartości w porównaniu do poprzednich analiz. Zawartość metalicznych produktów zużycia oznaczona w badaniu pierwiastków (cząstki o rozmiarach <5µm) na dopuszczalnym poziomie, nie stwierdzono przyrostu zawartości w porównaniu do poprzednich analiz. Zawartość wody w normie. Zawartość stałych zanieczyszczeń (oznaczona na sączku membranowym) na dopuszczalnym poziomie. W badaniu chromatografii gazowej  stwierdzono lekko podwyższoną zawartość ON.



Zalecenia i wnioski:

Olej kwalifikuje się do dalszej eksploatacji, jednak zalecana jest obserwacja zmian w kolejnym badaniu nie później niż po kolejnych 500mth.",WSKAZÓWKA
test,P2501079,2,2,"Oznaczona lepkość wskazuje na olej klasy SAE 40. Rezerwa alkaliczna na bezpiecznym poziomie. Parametr i-pH lekko obniżony. Temperatura zapłonu w normie. Zawartość krzemu podwyższona, możliwe pochodzenie to mineralne otoczenie układu. Zawartość wody (0,04%) w normie. Zawartość żelaza krytycznie podwyższona. Poziom pozostałych metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5um) w normie. Indeks PQ, informujący o magnetycznych ferrocząstkach (niezależnie od rozmiaru cząstek) lekko podwyższony. Zawartość paliwa w normie. Własności dyspergujące w normie.

Zalecenia i wnioski:

Ze względu na przekroczenia parametrów dopuszczalnych, olej nie kwalifikuje się do dalszej eksploatacji. Należy niezwłocznie podjąć działania korygujące polegające na wymianie oleju na świeży (zgodny z instrukcją obsługi) oraz poinformowanie serwisu o przeprowadzonej wymianie lub przeprowadzenie wymiany oleju pod nadzorem przedstawiciela serwisu.",UWAGA
test,P2419740,0,0,"Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) w normie. Wysoki poziom ołowiu pochodzi z paliwa lotniczego i jest to sytuacja normalna dla tłokowych silników lotniczych.    

Wnioski i zalecenia:

Przeprowadzić kolejne badanie zgodnie z harmonogramem diagnostyki olejowej.",W NORMIE
test,P2421028,1,1,"Lepkość poniżej dolnego zakresu granicznego dla klasy SAE 40. Temperatura zapłonu na bezpiecznym poziomie. Nie stwierdzono niepokojąco podwyższonej zawartości cząstek zużyciowych. Na widmie w podczerwieni nie stwierdzono charakterystycznych pasm świadczących o zanieczyszczeniu oleju płynem chłodniczym. Własności dyspergujące w normie.

Zalecenia i wnioski:

Proszę zweryfikować, czy olej o danej lepkości może być eksploatowany, w przeciwnym wypadku, wymienić na świeży. Obserwować zmiany w kolejnej analizie.",WSKAZÓWKA
test,P2421030,0,0,"Zawartość dodatków zgodna z oczekiwaną. Lepkość zgodna z olejami klasy SAE40. Niska, bezpieczna zawartość paliwa w oleju. Własności dyspergujące w normie. Prawidłowa bezpieczna temperatura zapłonu. Zawartość zanieczyszczeń oznaczonych w badaniu pierwiastków ICP w normie. Zawartość wody w oleju na prawidłowym niskim poziomie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarach <5µm) w normie.

Wnioski i zalecenia:

Obserwować trend podczas kolejnych badań. Kontynuować eksploatacje zgodnie z przyjętym harmonogramem diagnostyki olejowej.",W NORMIE
test,P2501096,0,0,"Oznaczona lepkość w normie dla oleju klasy SAE40. Temperatura zapłonu w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) w normie. Zawartość paliwa w normie. Własności dyspergujące w normie. Zawartość wody w normie. Liczba zasadowa na dobrym, wysokim poziomie.
Zalecenia i wnioski:
Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki.",W NORMIE
test,P2420005,1,1,"Lepkość w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości na poziomie oczekiwanym dla oleju jednosezonowego. Oznaczony pakiet dodatków lekko odbiega od posiadanej przez nas referencji oleju świeżego Shell Caprinus HPD 40, może wskazywać na zmieszanie z olejem innego typu. Liczba zasadowa na wysokim, bezpiecznym poziomie. Własności dyspergujące w normie. Temperatura zapłonu na wysokim, bezpiecznym poziomie. Zawartość pierwiastków zużyciowych na akceptowalnym poziomie. Lekko podwyższona zawartość sodu, prawdopodobne pochodzenie to pył z otoczenia lub pochodna zanieczyszczenia oleju płynem chłodniczym. Czytelność widma w podczerwieni pogorszona ze względu na zawartość sadzy. Zawartość wody w normie. W analizie chromatografii gazowej nie stwierdzono niepokojąco podwyższonej zawartości komponentów ON.  









Zalecenia i wnioski:

Olej warunkowo kwalifikuje się do eksploatacji. Zalecana jest kontrola stanu i ewentualna wymiana filtru oleju. Wskazana jest obserwacja zmian w kolejnym badaniu nie później niż po 500mth.",WSKAZÓWKA
test,P2501098,0,0,"Oznaczona lepkość w normie dla oleju klasy SAE40. Temperatura zapłonu w normie. Poziom metalicznych produktów zużycia oznaczony w badaniu pierwiastków (cząstki o rozmiarze <5 mikronów) w normie. Zawartość paliwa w normie. Własności dyspergujące w normie. Zawartość wody w normie. Liczba zasadowa na dobrym, wysokim poziomie.
Zalecenia i wnioski:
Przeprowadzić kolejne badanie zgodnie z przyjętym harmonogramem diagnostyki.",W NORMIE
test,P2420168,2,2,"Lepkość lekko poniżej zakresu typowego dla klasy SAE 40. Wskaźnik lepkości w zakresie oczekiwanym dla olejów wielosezonowych. Temperatura zapłonu na dopuszczalnym poziomie. Liczba zasadowa na wysookim, bezpiecznym poziomie. Własności dyspergujące lekko pogorszone. Zawartość cząstek zużyciowych na akceptowalnym poziomie. Zawartość stałych zanieczyszczeń (oznaczona na sączku membranowym) w normie. Zawartość wody na dopuszczalnym poziomie. Wysoka zawartość sodu, lekko podwyższona zawartość potasu - prawdopodobnie jest to pochodna zanieczyszczenia oleju płynem chłodniczym lub/i pyłem z otoczenia. Na widmie w podczerwieni nie stwierdzono charakterystycznych pasm świadczących jednoznacznie o obecności płynu chłodniczego w dostarczonej próbce. W badaniu chromatografii gazowej nie stwierdzono niepokojąco podwyższonej zawartości komponentów ON.





Zalecenia i wnioski:

Zalecany jest wzmożony monitoring zmian trendu w kolejnych analizach. Proszę wykonać kolejne badanie nie później niż po 250mth.",UWAGA
test,P2420184,1,1,"Lepkość w zakresie typowym dla klasy SAE 30. Wskaźnik lepkości na oczekiwanym poziomie. Temperatura zapłonu na wysokim, bezpiecznym poziomie. Liczba zasadowa na bezpiecznym poziomie. Własności dyspergujące w normie. Na widmie w podczerwieni nie stwierdzono charakterystycznych zmian świadczących o zanieczyszczeniu oleju płynem chłodniczym. Nie stwierdzono niepokojąco podwyższonej zawartości pierwiastków wskazujących na zanieczyszczenie próbki płynem chłodniczym. Zawartość wody w normie. Zawartość stałych zanieczyszczeń w normie. Wysoka zawartość miedzi (oznaczona w badaniu pierwiastków, cząstki <5µm). Zawartość pozostałych oznaczonych pierwiastków zużyciowych oraz indeks PQ (informujący o zawartości cząstek ferromagnetycznych bez względu na rozmiar) w normie. W badaniu chromatografii gazowej nie stwierdzono podwyższonej zawartości komponentów ON. 



Zalecenia i wnioski:

Wysoka zawartość miedzi bez korelacji z innymi pierwiastkami zużyciowymi może sugerować intensywny przebieg procesów korozji chłodnicy lub ma związek z krótkim całkowitym czasem pracy silnika. W dostarczonej próbce nie stwierdzono obecności płynu chłodniczego. Zalecana jest obserwacja zmian w kolejnym badaniu nie później niż po kolejnych 500mth.    ",WSKAZÓWKA
test,P2501255,0,0,"Lepkość w zakresie typowym dla klasy SAE 40. Wskaźnik lepkości lekko powyżej oczekiwanego dla oleju jednosezonowego. Temperatura zapłonu na wysokim, bezpiecznym poziomie. Zawartość pierwiastków zużyciowych w normie. Nie stwierdzono niepokojąco podwyższonej zawartości pierwiastków wskazujących na zanieczyszczenie oleju płynem chłodniczym. Na widmie w podczerwieni nie stwierdzono charakterystycznych pasm świadczących o zanieczyszczeniu oleju płynem chłodniczym. W badaniu chromatografii gazowej nie stwierdzono podwyższonej zawartości ON. Zawartość wody w normie. Własności dyspergujące w normie. Liczba zasadowa na wysokim, bezpiecznym poziomie.







Zalecenia i wnioski:

Olej kwalifikuje się do eksploatacji. Zalecana jest obserwacja zmian w kolejnym badaniu zgodnie z przyjętym harmonogramem diagnostyki.   ",W NORMIE
